time,x,y,z
6.690,-0.60,0.83,-0.41
6.701,0.48,0.96,-0.91
6.711,1.58,1.36,-1.75
6.728,2.67,1.46,-2.40
6.731,3.63,1.45,-2.90
6.733,4.00,1.33,-3.33
6.745,3.98,1.33,-3.43
6.766,0.97,-0.06,-2.26
6.772,0.95,-0.06,-2.31
6.790,-0.57,-0.12,0.12
6.792,-0.60,-0.12,0.06
6.799,-1.45,-0.06,0.98
6.809,-1.52,0.06,0.98
6.816,-1.12,0.05,0.72
6.825,-0.60,0.03,0.71
6.833,-0.15,-0.21,0.79
6.841,-0.19,-0.21,0.73
6.850,0.05,-0.47,1.16
6.858,0.01,-0.89,1.29
6.866,-0.04,-1.22,0.95
6.875,-0.16,-1.62,0.64
6.884,0.20,-1.66,0.48
6.895,0.15,-1.67,0.40
6.900,0.10,-2.31,0.18
6.909,-0.25,-2.82,-0.89
6.917,-0.38,-3.57,-3.35
6.927,0.10,-4.42,-4.25
6.934,-0.29,-5.04,-3.55
6.944,-0.58,-4.96,-3.74
6.950,-0.60,-4.95,-3.74
6.960,-0.87,-4.49,-4.66
6.968,-1.08,-4.11,-5.15
6.977,-1.15,-3.62,-5.54
6.984,-1.12,-3.10,-5.55
6.993,-0.94,-2.63,-5.11
7.001,-0.93,-2.62,-4.99
7.012,-0.57,-2.42,-4.76
7.018,-0.31,-2.49,-4.51
7.027,-0.23,-2.79,-4.31
7.038,-0.46,-3.20,-3.85
7.044,-0.55,-3.60,-3.05
7.053,-0.52,-3.59,-2.85
7.060,-0.35,-3.75,-2.02
7.068,0.27,-3.57,-1.32
7.076,0.93,-3.18,-0.74
7.085,1.44,-2.92,-0.31
7.094,1.88,-2.54,-0.25
7.101,1.90,-2.56,-0.05
7.110,2.22,-2.30,-0.19
7.119,2.22,-1.96,-0.10
7.127,2.35,-1.44,0.59
7.135,1.99,-0.93,1.95
7.143,1.93,-0.48,2.97
7.169,1.97,-0.53,3.17
7.170,2.11,-0.05,3.49
7.170,2.38,0.22,3.11
7.177,2.37,0.17,2.81
7.187,2.13,0.07,2.52
7.194,1.55,-0.42,2.19
7.214,1.75,-0.72,1.36
7.215,1.74,-0.79,1.52
7.221,1.41,-0.99,1.13
7.227,1.27,-0.95,1.16
7.236,1.27,-0.64,1.19
7.247,1.15,-0.43,1.37
7.253,1.23,-0.03,1.58
7.261,1.26,-0.12,1.74
7.270,0.25,0.07,2.45
7.281,-1.13,-0.15,3.14
7.291,-2.02,-0.23,3.71
7.303,-1.69,-0.13,3.84
7.304,-0.69,0.31,4.06
7.312,-0.73,0.19,4.22
7.320,0.16,0.74,4.60
7.328,1.16,1.32,4.87
7.336,2.23,1.92,5.12
7.347,2.71,2.52,5.13
7.353,2.90,2.80,4.92
7.361,2.77,2.67,5.03
7.370,2.45,3.00,4.91
7.379,2.26,3.49,4.87
7.387,1.90,4.05,4.74
7.395,1.64,4.26,4.45
7.403,1.35,4.10,4.04
7.412,1.30,4.04,4.07
7.421,1.55,3.87,3.56
7.433,1.31,3.36,2.96
7.438,1.58,2.95,2.83
7.446,1.44,2.64,2.35
7.456,1.42,2.51,1.72
7.464,3.31,1.08,-6.17
7.472,3.36,1.15,-6.22
7.481,5.20,-2.77,-15.47
7.489,-0.00,-4.97,-2.77
7.497,-0.12,-2.89,7.20
7.505,-1.30,-1.30,10.70
7.513,-1.20,0.35,4.91
7.521,-1.21,0.45,4.78
7.530,3.01,0.34,-2.41
7.538,3.86,-1.44,-2.84
7.547,1.42,-2.03,0.35
7.556,1.81,-2.76,2.76
7.563,3.52,-2.70,2.64
7.578,3.55,-2.60,2.52
7.592,3.36,-2.05,0.78
7.593,1.92,-1.44,0.89
7.597,1.10,-1.13,1.03
7.605,1.10,-1.31,1.62
7.613,1.45,-1.45,2.23
7.622,1.50,-1.36,2.09
7.630,2.13,-1.31,2.16
7.639,2.57,-1.05,2.17
7.647,2.71,-0.77,1.98
7.655,2.46,-0.61,1.77
7.665,1.88,-0.67,1.88
7.673,1.90,-0.59,1.73
7.681,0.94,-0.78,2.06
7.690,-0.08,-0.89,2.32
7.699,-1.21,-1.03,2.54
7.707,-1.65,-1.04,2.19
7.718,-1.55,-1.01,1.73
7.724,-0.98,-0.79,1.23
7.778,-0.94,-0.75,1.12
7.780,-0.15,-0.38,0.61
7.781,0.64,-0.11,0.39
7.782,1.38,0.30,0.35
7.783,2.07,0.80,0.25
7.784,2.20,0.95,0.75
7.785,2.18,0.97,0.65
7.791,2.06,0.97,1.01
7.799,1.78,0.75,0.99
7.808,1.34,0.51,0.75
7.815,0.60,0.22,0.43
7.824,0.24,0.11,-0.30
7.875,0.17,0.13,-0.38
7.876,-0.38,-0.08,-1.11
7.877,-1.09,-0.15,-0.96
7.878,-1.42,-0.04,-0.75
7.879,-1.88,-0.06,-0.19
7.880,-2.42,-0.15,0.59
7.882,-2.47,-0.15,0.56
7.895,-2.71,-0.12,1.06
7.900,-2.77,-0.02,1.28
7.909,-2.65,0.01,1.14
7.915,-2.63,0.05,0.60
7.925,-2.23,0.22,-0.20
7.932,-2.23,0.23,-0.27
7.946,-1.33,0.71,-0.87
7.960,-0.38,1.03,-1.30
7.962,-0.74,1.65,0.81
7.976,2.06,5.76,0.48
7.977,0.89,3.47,0.75
7.984,-0.11,3.15,-4.97
7.992,-0.08,3.15,-5.07
8.001,0.81,-0.05,-7.84
8.008,1.49,-1.76,-8.26
8.018,0.90,-1.97,-6.80
8.025,0.67,-2.00,-5.13
8.034,0.51,-1.70,-2.66
8.042,0.53,-1.69,-2.67
8.051,0.94,-1.43,0.16
8.058,0.68,-1.55,2.65
8.067,0.41,-1.39,4.42
8.076,0.09,-0.76,4.41
8.084,0.40,-0.07,3.03
8.092,0.38,-0.07,3.02
8.107,1.13,0.28,1.22
8.109,1.53,-0.02,-0.30
8.119,1.74,-0.57,-1.09
8.126,2.12,-0.84,-0.94
8.134,2.38,-1.27,-0.28
8.143,2.34,-1.28,-0.27
8.151,2.10,-1.53,0.35
8.159,1.80,-1.59,0.47
8.167,1.23,-2.05,0.43
8.176,0.06,-2.73,0.20
8.184,-1.14,-3.30,0.39
8.192,-1.05,-3.29,0.34
8.212,-1.84,-4.81,0.67
8.214,-0.07,-5.82,-0.15
8.223,1.71,-5.31,-1.00
8.254,2.78,-3.55,-1.62
8.255,2.13,-1.86,-2.05
8.255,2.40,-1.07,-2.45
8.256,2.54,-1.07,-2.46
8.261,3.57,-1.29,-2.38
8.268,4.17,-2.27,-1.72
8.280,5.11,-2.26,-1.76
8.285,6.16,-1.42,-1.97
8.297,5.45,-3.02,-0.65
8.302,5.48,-3.02,-0.57
8.312,5.24,-2.36,-1.00
8.319,4.74,-0.54,-1.31
8.328,4.00,1.06,1.14
8.336,1.16,-1.47,4.72
8.345,0.27,-3.36,2.75
8.353,0.33,-3.36,2.75
8.361,2.96,-1.87,1.76
8.369,3.89,-0.89,0.31
8.388,3.00,0.75,-1.71
8.389,1.10,1.94,-2.91
8.395,0.45,3.43,-0.76
8.410,0.45,3.42,-0.69
8.415,1.05,6.03,-1.23
8.419,0.64,7.06,1.02
8.428,-1.29,5.18,1.87
8.436,-0.36,2.90,1.57
8.445,-0.50,3.44,1.02
8.453,-0.50,3.43,1.05
8.461,-0.49,5.40,0.36
8.469,-0.43,6.24,0.15
8.478,-0.21,5.62,0.01
8.486,-0.49,5.67,-0.10
8.495,-0.13,5.26,-0.31
8.504,0.61,3.55,-0.37
8.527,0.62,3.54,-0.40
8.528,1.23,2.11,-0.77
8.529,1.35,0.47,-0.19
8.539,0.61,-0.75,0.08
8.545,0.00,-0.61,0.99
8.557,-0.21,-0.30,0.93
8.562,-0.25,-0.29,0.87
8.571,-0.37,-0.23,0.28
8.579,-0.44,0.26,-0.16
8.588,-0.52,0.58,-2.00
8.596,-0.36,0.70,-3.82
8.605,0.09,0.32,-4.49
8.612,0.12,0.31,-4.44
8.622,1.00,-0.65,-2.70
8.629,1.55,-1.62,-1.63
8.638,1.75,-2.39,-0.57
8.646,1.21,-1.77,-0.18
8.657,1.02,0.04,-1.50
8.663,1.05,0.03,-1.41
8.680,1.17,0.94,1.35
8.681,2.35,0.81,1.00
8.688,1.87,0.22,0.78
8.696,0.03,0.02,2.86
8.704,-1.40,0.17,3.45
8.713,-1.39,0.17,3.46
8.721,-1.71,0.54,3.15
8.730,-0.64,0.75,1.47
8.738,0.23,0.37,0.10
8.747,-0.29,-0.50,-1.32
8.755,-0.49,-0.85,-2.21
8.764,0.79,-0.69,-2.83
8.772,1.03,-0.73,-2.90
8.785,2.42,-0.53,-2.75
8.792,2.08,-0.79,-1.76
8.809,1.21,-1.74,-0.73
8.810,2.89,-3.27,0.85
8.817,2.77,-5.78,0.91
8.823,2.80,-5.78,0.87
8.832,2.56,-8.15,0.01
8.839,2.13,-4.73,-0.59
8.848,2.67,-2.02,0.07
8.855,2.93,-0.90,0.64
8.865,3.27,-0.51,0.58
8.872,3.26,-0.51,0.55
8.881,0.95,0.43,0.20
8.889,-1.28,2.02,-0.04
8.898,-2.15,2.81,-1.03
8.906,-1.88,2.61,-1.69
8.915,-1.37,2.17,-1.93
8.923,-1.28,2.14,-1.96
8.936,-1.08,0.69,-2.08
8.939,-0.45,-0.84,-1.91
8.958,0.11,-2.81,-1.71
8.959,0.31,-4.16,-1.67
8.965,0.25,-4.78,-0.56
8.974,0.29,-4.79,-0.68
8.981,0.06,-4.25,0.02
8.990,-0.52,-3.85,1.10
8.998,-0.35,-2.66,0.43
9.007,-0.61,-1.62,-0.37
9.015,-1.93,-1.31,-1.53
9.023,-2.25,-0.80,-3.02
9.032,-2.19,-0.84,-3.17
9.041,-2.70,-0.05,-4.86
9.049,-3.16,-0.14,-5.21
9.059,-3.73,-0.64,-4.51
9.066,-3.96,-0.80,-3.27
9.077,-4.16,-0.85,-1.99
9.082,-4.04,-0.92,-2.03
9.099,-4.61,-1.12,-1.24
9.100,-5.13,-1.41,-0.60
9.108,-5.47,-2.39,-0.52
9.116,-5.16,-1.94,-0.32
9.125,-4.01,-1.52,-0.46
9.133,-3.80,-1.73,-0.64
9.142,-3.05,-1.65,-1.25
9.149,-2.95,-1.48,-1.69
9.159,-3.14,-0.99,-2.06
9.168,-3.46,-0.53,-2.31
9.174,-3.87,-0.50,-2.60
9.185,-3.68,-0.75,-2.69
9.192,-4.07,-0.66,-2.56
9.210,-4.19,-0.46,-2.22
9.211,-3.99,-0.22,-1.62
9.226,-3.43,-0.27,-1.02
9.227,-2.90,-0.42,-0.28
9.248,-2.76,-0.73,-0.38
9.250,-2.25,-1.00,0.63
9.256,-1.90,-1.46,1.54
9.259,-1.47,-1.89,2.38
9.267,-0.85,-2.12,2.92
9.275,-0.35,-2.41,3.10
9.285,0.08,-2.78,3.02
9.292,0.13,-3.13,2.92
9.301,0.36,-3.51,2.59
9.309,0.63,-3.84,2.06
9.319,0.88,-4.57,1.71
9.325,1.26,-5.47,1.62
9.335,2.06,-6.21,1.66
9.343,1.96,-6.50,1.50
9.355,2.90,-6.57,1.87
9.359,3.61,-6.31,2.20
9.372,4.10,-5.91,2.12
9.376,4.26,-5.50,1.68
9.385,4.36,-5.10,0.86
9.395,4.09,-5.39,0.66
9.402,4.30,-4.89,-0.27
9.411,4.40,-4.42,-1.14
9.418,4.45,-4.12,-1.92
9.426,4.43,-4.03,-2.50
9.435,4.38,-3.96,-2.75
9.443,4.15,-4.14,-2.83
9.452,4.10,-3.83,-2.75
9.460,3.79,-3.27,-2.68
9.469,3.14,-2.67,-2.68
9.480,2.44,-2.32,-2.80
9.485,1.99,-2.13,-2.92
9.509,1.84,-2.24,-2.94
9.510,1.58,-2.32,-2.76
9.511,1.32,-2.37,-2.50
9.519,1.07,-2.28,-2.27
9.528,0.82,-2.30,-2.41
9.536,0.62,-2.29,-2.78
9.543,0.53,-2.37,-3.33
9.552,0.36,-2.34,-3.32
9.561,0.26,-2.25,-3.84
9.569,0.47,-2.17,-3.70
9.578,0.91,-2.00,-2.97
9.586,1.34,-1.88,-1.65
9.595,1.45,-1.76,-0.45
9.603,1.41,-1.77,-0.46
9.615,1.11,-1.75,0.34
9.620,0.51,-1.73,0.58
9.631,-0.16,-1.62,0.33
9.638,-0.87,-1.40,-0.58
9.645,-1.36,-1.17,-1.74
9.654,-1.32,-1.22,-1.68
9.662,-1.46,-0.98,-2.53
9.670,-1.54,-0.62,-2.68
9.679,-1.44,-0.39,-2.72
9.687,-1.10,-0.31,-2.49
9.695,-0.73,-0.33,-2.18
9.703,-0.72,-0.36,-2.15
9.712,-0.56,-0.42,-1.59
9.720,-0.56,-0.50,-1.45
9.728,-0.61,-0.54,-1.48
9.737,-0.60,-0.50,-1.30
9.745,-0.53,-0.43,-1.06
9.754,-0.52,-0.45,-1.04
9.762,-0.49,-0.42,-0.95
9.783,-0.53,-0.35,-1.05
9.784,-0.59,-0.21,-1.58
9.787,-0.63,-0.09,-2.17
9.795,-0.66,0.07,-2.48
9.804,-0.65,0.04,-2.45
9.812,-0.59,0.11,-2.29
9.821,-0.54,0.06,-1.83
9.831,-0.42,-0.05,-1.17
9.838,-0.29,-0.10,-0.55
9.847,-0.16,-0.22,0.02
9.855,-0.09,-0.29,0.18
9.863,-0.09,-0.30,0.20
9.873,-0.15,-0.25,0.16
9.880,-0.25,-0.07,-0.18
9.889,-0.52,0.06,-0.64
9.897,-0.61,0.17,-0.95
9.905,-0.66,0.17,-1.11
9.930,-0.64,0.15,-1.07
9.931,-0.44,0.18,-1.16
9.931,-0.12,0.14,-1.10
9.940,0.17,0.19,-0.92
9.947,0.18,0.12,-0.58
9.955,0.13,0.13,-0.16
9.964,0.13,0.12,-0.15
9.972,0.18,0.14,0.19
9.981,0.08,0.27,0.25
9.988,0.10,0.37,0.22
9.998,0.07,0.46,-0.06
10.005,0.09,0.44,-0.45
10.014,0.14,0.41,-0.40
10.022,0.10,0.39,-0.88
10.042,0.09,0.35,-1.31
10.043,-0.06,0.33,-1.57
10.048,-0.21,0.32,-1.55
10.055,-0.32,0.27,-1.40
10.065,-0.27,0.19,-1.03
10.074,-0.29,0.19,-1.04
10.081,-0.24,0.14,-0.62
10.090,-0.32,0.11,-0.18
10.098,-0.46,0.03,0.34
10.106,-0.51,-0.04,0.76
10.116,-0.53,-0.12,1.00
10.123,-0.51,-0.13,1.02
10.133,-0.43,-0.25,1.14
10.140,-0.48,-0.20,0.85
10.149,-0.51,-0.07,0.45
10.157,-0.56,0.10,-0.03
10.166,-0.56,0.25,-0.55
10.175,-0.55,0.22,-0.53
10.182,-2.32,1.20,-5.04
10.207,-1.22,1.10,-4.49
10.208,0.72,0.50,-2.65
10.219,1.38,0.25,-1.52
10.220,0.71,-0.02,-1.23
10.224,0.69,0.00,-1.26
10.232,-0.02,-0.28,-0.84
10.240,-1.11,-0.20,-0.25
10.249,-1.78,-0.07,0.10
10.257,-1.41,0.03,-0.04
10.267,-0.76,0.29,-0.53
