time,x,y,z
63.772,3.02,0.39,-2.04
63.780,3.07,0.36,-2.20
63.788,3.69,0.78,-1.67
63.797,4.19,1.78,-1.62
63.815,4.22,2.55,-1.43
63.816,5.10,3.15,-1.32
63.853,5.06,3.10,-1.35
63.854,3.74,2.18,-1.07
63.855,3.70,2.17,-1.16
63.856,2.44,0.75,-0.70
63.856,1.36,-0.79,-0.17
63.864,0.32,-2.50,0.20
63.873,-0.87,-3.97,0.18
63.880,-1.81,-4.79,-0.81
63.889,-1.80,-4.81,-0.92
63.898,-2.44,-5.33,-2.96
63.906,-2.61,-5.60,-5.29
63.918,-2.88,-5.99,-8.33
63.924,-2.79,-6.16,-11.86
63.932,-0.65,-5.50,-14.94
63.939,-0.60,-5.51,-14.94
63.964,2.53,-4.27,-16.73
63.965,5.24,-2.72,-16.04
63.966,4.88,-2.60,-14.28
63.976,2.73,-3.28,-11.33
63.993,-0.29,-4.83,-8.00
63.994,-0.38,-4.75,-7.77
64.001,-3.84,-6.78,-3.57
64.007,-5.93,-7.89,1.19
64.015,-5.16,-7.09,5.21
64.023,-2.72,-5.52,7.42
64.042,-0.25,-3.94,7.64
64.043,-0.26,-3.91,7.90
64.049,1.38,-3.25,6.49
64.057,2.60,-3.33,5.00
64.066,3.55,-3.63,4.00
64.073,4.04,-4.07,3.41
64.083,4.42,-4.69,2.72
64.090,4.31,-4.69,2.99
64.128,4.55,-5.12,2.75
64.128,4.17,-5.90,2.57
64.129,3.57,-6.44,2.04
64.129,3.16,-6.66,0.75
64.132,2.30,-6.07,-0.56
64.141,1.48,-4.58,-1.02
64.149,1.44,-4.62,-0.82
64.158,1.44,-2.87,-0.48
64.166,1.54,-1.46,1.42
64.176,0.88,-0.18,4.81
64.183,-0.72,0.94,10.03
64.192,-3.93,1.53,12.23
64.199,-3.97,1.48,12.33
64.210,-5.34,2.78,9.91
64.216,-5.49,4.29,6.97
64.231,-6.29,5.60,6.86
64.236,-6.83,6.21,8.14
64.271,-6.04,6.57,7.74
64.272,-6.13,6.49,7.84
64.273,-4.25,7.07,7.54
64.273,-2.79,7.13,7.56
64.276,-2.36,6.62,7.47
64.284,-2.24,5.97,7.33
64.293,-1.92,5.54,6.78
64.300,-1.92,5.52,6.77
64.309,-1.52,5.09,5.95
64.317,-0.82,4.74,4.80
64.326,-0.01,4.22,3.88
64.334,1.09,3.72,2.77
64.343,2.32,3.03,1.44
64.351,2.43,3.07,1.36
64.361,3.80,1.98,-1.56
64.367,5.70,0.21,-4.39
64.399,8.09,-2.07,-5.43
64.399,10.04,-5.28,-5.57
64.400,10.27,-9.00,-7.69
64.401,10.20,-8.96,-7.74
64.409,8.57,-11.77,-9.97
64.418,6.43,-11.77,-10.05
64.426,5.08,-9.44,-8.39
64.435,4.17,-5.27,-5.72
64.443,3.48,-0.74,-3.53
64.452,2.55,3.08,-1.23
64.460,2.55,3.04,-1.15
64.470,2.37,4.90,-0.15
64.477,3.59,3.67,-0.56
64.487,4.99,-0.45,-1.70
64.494,4.33,-5.79,0.97
64.506,0.38,-9.36,7.20
64.511,0.40,-9.37,7.25
64.550,-1.95,-8.34,9.22
64.550,-1.61,-4.65,8.82
64.551,-0.92,-0.47,9.32
64.551,-0.14,2.90,10.01
64.553,0.02,4.92,9.49
64.561,0.07,4.92,9.45
64.570,0.50,5.77,8.62
64.577,1.05,5.72,8.32
64.586,0.90,4.81,8.37
64.594,0.39,3.13,8.03
64.602,-0.24,1.24,7.66
64.611,-0.13,1.33,7.44
64.619,-0.72,0.10,7.56
64.629,-0.75,-2.27,6.50
64.636,-1.73,-5.02,4.15
64.645,-3.39,-6.53,2.26
64.679,-4.57,-6.58,1.99
64.680,-4.45,-6.53,1.78
64.680,-4.55,-5.65,3.46
64.681,-4.64,-4.20,3.99
64.687,-4.63,-2.83,3.91
64.695,-4.25,-1.56,3.06
64.704,-3.56,-0.51,1.25
64.712,-3.21,0.43,-1.16
64.720,-3.21,0.44,-1.30
64.730,-2.55,0.85,-3.50
64.739,-1.70,1.48,-4.74
64.747,-1.08,1.85,-4.88
64.754,-0.72,1.91,-4.52
64.764,-0.03,1.82,-3.46
64.771,0.06,1.81,-3.51
64.786,1.10,1.67,-2.48
64.787,1.37,1.91,-1.39
64.841,1.78,2.24,-0.92
64.842,2.17,2.43,-0.70
64.842,2.48,2.45,-0.34
64.843,2.56,2.42,-0.54
64.843,2.87,2.27,-0.57
64.844,3.57,2.10,-0.86
64.846,3.94,1.49,-1.02
64.854,5.81,1.20,-1.29
64.863,6.61,1.14,-1.91
64.872,6.54,1.11,-2.10
64.879,5.62,0.87,-2.61
64.889,4.15,0.23,-2.64
64.896,2.56,-0.82,-2.05
64.905,1.16,-2.34,-1.22
64.913,-0.42,-3.88,-0.40
64.926,-0.44,-3.87,-0.41
64.930,-1.71,-4.93,-0.09
64.977,-2.78,-5.54,-0.09
64.978,-4.02,-5.91,-0.89
64.978,-5.15,-6.32,-2.37
64.979,-5.60,-6.60,-6.06
64.979,-5.52,-6.63,-6.18
64.980,-4.13,-6.11,-11.83
64.990,0.26,-4.19,-17.08
64.997,5.50,-2.20,-18.56
65.007,7.11,-1.48,-16.67
65.014,5.03,-1.85,-14.03
65.024,2.21,-2.34,-10.97
65.041,2.12,-2.29,-10.83
65.043,-0.91,-3.11,-7.92
65.048,-4.11,-4.47,-4.76
65.057,-6.74,-5.78,-0.77
65.064,-7.62,-6.25,2.82
65.097,-7.64,-5.87,5.29
65.098,-6.34,-5.90,5.58
65.099,-3.51,-5.07,6.93
65.099,-1.08,-4.59,7.07
65.106,0.94,-4.35,6.48
65.114,2.63,-4.16,5.58
65.124,4.10,-3.87,4.30
65.131,4.04,-3.87,4.53
65.139,4.95,-3.73,3.38
65.148,4.83,-3.63,2.49
65.156,4.57,-3.80,1.90
65.165,4.20,-4.24,1.25
65.173,3.86,-4.69,0.43
65.182,3.65,-4.72,0.66
65.190,3.20,-5.03,-0.28
65.201,3.32,-4.50,0.26
65.207,3.04,-3.31,1.34
65.215,2.22,-2.04,1.46
65.251,1.20,-0.86,1.99
65.252,1.12,-0.92,2.17
65.252,1.80,0.13,4.41
65.253,0.06,0.58,7.57
65.257,-5.62,0.26,11.50
65.266,-8.89,0.59,10.53
65.274,-8.83,2.10,7.61
65.284,-8.78,3.83,7.53
65.290,-8.85,3.75,7.64
65.301,-7.68,5.27,7.62
65.308,-5.91,6.07,7.08
65.316,-4.16,6.46,7.07
65.324,-3.55,6.13,7.41
65.333,-3.62,6.09,7.42
65.341,-3.01,5.31,7.55
65.350,-2.33,4.66,7.68
65.362,-1.57,4.31,7.42
65.374,-0.86,4.02,7.17
65.375,-0.04,3.81,6.31
65.416,-0.01,3.83,5.31
65.417,0.99,3.72,5.15
65.417,2.15,3.59,3.69
65.418,2.81,3.29,1.69
65.419,3.29,2.48,-0.78
65.425,4.70,0.73,-3.68
65.433,6.85,-1.87,-5.13
65.442,6.92,-1.83,-5.19
65.450,9.21,-5.16,-4.50
65.459,10.68,-8.22,-6.76
65.467,9.35,-9.82,-10.58
65.476,7.06,-9.76,-11.57
65.484,5.04,-8.50,-9.94
65.519,4.94,-8.52,-9.88
65.520,3.40,-6.14,-6.91
65.521,2.40,-2.53,-3.87
65.521,2.42,1.38,-1.19
65.527,1.25,4.79,0.75
65.535,0.78,6.64,1.81
65.544,1.43,5.59,1.71
65.551,1.41,5.57,1.72
65.561,2.15,2.81,1.71
65.568,2.13,-0.77,3.00
65.577,0.07,-4.68,5.74
65.585,-1.79,-7.68,6.11
65.594,-1.66,-7.65,6.12
65.601,-0.49,-8.73,5.33
65.610,1.58,-7.06,6.19
65.630,2.55,-3.98,8.02
65.635,2.97,-0.98,7.40
65.635,2.14,1.95,5.93
65.645,2.14,1.95,5.92
65.678,1.59,3.83,5.09
65.678,0.75,4.67,5.79
65.679,-0.19,4.82,6.39
65.680,-0.82,4.55,6.16
65.686,-1.54,3.87,5.82
65.694,-2.35,2.78,6.55
65.702,-2.04,2.85,6.38
65.710,-1.29,0.93,5.63
65.719,-1.46,-2.46,4.16
65.728,-2.61,-5.90,2.44
65.735,-3.71,-7.37,2.34
65.745,-4.41,-6.94,3.84
65.752,-4.26,-6.90,3.70
65.762,-4.85,-5.33,4.22
65.769,-5.13,-3.62,4.11
65.783,-4.95,-2.26,3.76
65.788,-4.10,-0.83,2.93
65.826,-3.20,0.27,1.45
65.826,-3.18,0.29,1.29
65.827,-2.66,0.92,-0.59
65.827,-1.87,1.66,-2.31
65.828,-0.78,2.14,-3.18
65.838,0.29,2.24,-3.67
65.845,0.83,2.04,-3.48
65.854,0.94,2.04,-3.59
65.861,1.14,1.52,-3.14
65.870,1.35,1.21,-2.32
65.878,1.68,1.33,-1.55
65.887,2.08,1.59,-1.25
65.895,2.35,2.07,-1.37
65.904,2.45,2.05,-1.58
65.933,2.55,2.45,-1.64
65.933,3.14,2.63,-1.85
65.934,4.23,2.48,-2.05
65.937,4.75,2.00,-2.23
65.945,4.80,1.58,-1.99
65.955,4.75,1.55,-2.18
65.962,4.29,0.84,-1.65
65.971,3.72,-0.11,-1.01
65.979,2.76,-1.48,-0.91
65.987,1.38,-2.78,-0.67
65.996,-0.07,-3.56,-0.43
66.004,-0.11,-3.88,-0.21
66.012,-1.12,-3.97,-0.45
66.021,-1.84,-4.31,-0.42
66.041,-2.56,-4.53,-0.92
66.042,-3.18,-4.69,-2.63
66.046,-3.59,-4.84,-5.91
66.089,-2.97,-4.98,-9.89
66.090,-2.90,-5.00,-9.94
66.090,-1.28,-5.05,-12.43
66.091,0.91,-4.38,-13.43
66.092,1.72,-3.63,-13.10
66.098,0.47,-3.89,-11.76
66.106,-1.38,-4.48,-9.63
66.114,-1.44,-4.43,-9.50
66.121,-3.01,-5.14,-6.66
66.130,-3.99,-5.62,-3.93
66.139,-3.81,-5.09,-1.09
66.148,-2.50,-3.55,1.32
66.155,-1.20,-1.89,2.96
66.164,-1.22,-1.85,3.21
66.172,-0.43,-0.67,3.98
66.186,0.27,-0.22,4.34
66.188,1.20,-0.45,3.89
66.230,2.08,-1.51,3.04
66.231,3.26,-2.98,1.90
66.231,3.17,-2.97,2.15
66.232,4.06,-4.02,1.00
66.232,4.02,-4.50,0.75
66.239,3.25,-4.78,0.78
66.247,3.17,-5.29,0.73
66.256,2.31,-6.10,1.19
66.264,2.12,-6.13,1.46
66.273,1.71,-6.66,2.05
66.282,1.55,-6.39,3.05
66.289,0.98,-4.87,4.13
66.298,0.61,-3.02,3.45
66.306,0.95,-1.31,2.50
66.328,0.85,-0.11,2.77
66.329,0.77,-0.08,2.94
66.332,0.80,1.16,3.77
66.341,-0.61,1.80,6.50
66.371,-4.13,1.69,10.22
66.372,-7.67,1.25,9.96
66.372,-8.62,1.24,7.61
66.379,-8.10,2.14,6.64
66.382,-8.15,2.08,6.72
66.393,-6.90,3.29,6.91
66.401,-5.11,4.18,6.86
66.408,-3.42,4.66,6.59
66.415,-2.55,4.20,6.70
66.425,-2.61,4.15,6.73
66.433,-1.76,3.90,6.74
66.442,-0.96,3.91,6.58
66.449,-0.47,3.87,6.13
66.457,-0.12,3.95,5.74
66.465,0.44,4.04,4.94
66.478,0.49,4.05,4.93
66.483,1.21,4.00,4.09
66.538,2.12,3.79,3.20
66.539,3.14,3.40,2.24
66.540,4.05,2.78,0.84
66.540,5.20,1.60,-0.92
66.541,5.30,1.65,-1.00
66.542,6.25,0.14,-2.03
66.542,7.39,-2.28,-3.01
66.550,8.55,-5.74,-4.75
66.558,8.55,-9.45,-7.93
66.568,7.27,-11.49,-10.00
66.595,7.20,-11.45,-10.02
66.595,5.26,-10.91,-10.15
66.596,3.36,-8.22,-8.59
66.604,1.87,-4.00,-6.20
66.633,0.67,0.95,-3.12
66.634,0.02,5.48,-0.57
66.635,0.65,8.25,1.42
66.636,0.50,8.16,1.49
66.642,0.77,8.42,2.49
66.664,1.00,6.77,3.31
66.665,0.68,3.68,4.74
66.667,0.01,-0.71,6.68
66.676,0.53,-4.89,7.42
66.703,0.69,-4.82,7.34
66.704,2.84,-8.44,5.35
66.704,4.03,-10.43,2.46
66.709,4.96,-9.78,3.21
66.718,4.69,-6.77,6.11
66.725,3.33,-2.53,7.93
66.734,3.27,-2.55,7.97
66.743,1.79,1.48,7.63
66.754,0.60,4.59,5.75
66.759,-1.26,6.36,4.33
66.814,-2.74,6.76,4.07
66.814,-3.36,6.28,4.63
66.815,-3.19,6.34,4.45
66.816,-2.45,4.71,4.89
66.817,-1.12,2.22,4.31
66.817,-1.08,-1.12,2.83
66.818,-2.43,-4.55,1.80
66.826,-3.20,-6.31,2.18
66.835,-3.06,-6.26,1.99
66.844,-3.42,-6.56,3.43
66.851,-3.13,-5.62,6.85
66.861,-3.34,-3.85,7.37
66.868,-3.99,-2.07,6.61
66.877,-4.31,-0.74,4.92
66.885,-4.30,-0.73,4.81
66.898,-3.16,0.57,2.03
66.904,-2.27,1.79,-0.80
66.947,-1.70,2.14,-2.87
66.948,-0.92,2.15,-3.53
66.949,0.29,1.83,-3.44
66.949,0.98,1.83,-3.34
66.950,0.87,1.61,-3.45
66.952,0.91,1.47,-3.40
66.961,1.28,1.32,-2.78
66.969,1.67,1.48,-1.72
66.978,1.89,1.61,-1.35
66.989,1.84,1.59,-0.93
66.995,1.92,1.57,-1.14
67.003,1.93,1.44,-0.93
67.011,2.56,1.29,-0.76
67.019,3.56,1.41,-0.81
67.055,4.63,1.55,-1.21
67.056,4.62,1.35,-2.00
67.060,4.57,1.31,-2.24
67.060,4.04,0.81,-2.82
67.061,2.95,-0.09,-2.75
67.097,1.50,-1.54,-1.60
67.098,0.22,-3.31,0.01
67.098,-1.00,-4.74,0.93
67.099,-0.99,-4.74,0.89
67.104,-1.64,-5.47,0.44
67.111,-1.43,-5.47,-1.36
67.120,-1.87,-5.60,-4.44
67.128,-0.63,-5.63,-9.01
67.138,0.85,-5.36,-12.30
67.145,0.90,-5.38,-12.32
67.166,1.15,-5.12,-13.14
67.167,1.03,-4.75,-11.78
67.172,0.42,-4.46,-10.95
67.179,-0.99,-4.67,-9.99
67.225,-2.52,-4.82,-8.35
67.226,-2.56,-4.78,-8.23
67.226,-3.38,-4.88,-6.46
67.227,-3.70,-4.98,-4.47
67.227,-2.91,-4.37,-1.87
67.232,-1.69,-3.26,0.48
67.238,-0.60,-2.05,2.24
67.246,0.22,-1.05,3.46
67.255,0.20,-1.01,3.73
67.263,1.13,-0.35,4.43
67.271,2.03,-0.55,4.33
67.280,3.09,-1.43,3.74
67.288,4.29,-2.34,3.05
67.297,5.35,-2.90,2.24
67.305,5.25,-2.90,2.49
67.319,5.50,-3.35,2.27
67.321,4.66,-3.66,2.33
67.374,3.83,-3.95,2.84
67.374,3.78,-4.42,3.38
67.375,3.57,-5.49,2.26
67.375,3.35,-5.52,2.48
67.376,2.76,-5.82,1.17
67.376,2.33,-4.96,0.27
67.381,1.79,-3.51,-0.26
67.389,1.92,-1.74,-0.18
67.397,2.36,-0.13,1.66
67.406,2.30,-0.22,1.88
67.414,0.36,0.23,5.91
67.422,-2.44,0.30,9.30
67.432,-6.38,-0.09,10.01
67.440,-7.72,-0.33,8.39
67.454,-7.64,0.61,7.32
67.455,-7.67,0.57,7.38
67.492,-6.44,2.32,7.79
67.493,-5.17,3.64,7.65
67.493,-3.72,4.68,7.51
67.494,-2.44,5.06,7.56
67.498,-1.76,5.10,7.47
67.507,-1.84,5.05,7.50
67.515,-1.50,5.04,7.38
67.524,-1.41,5.03,6.94
67.532,-0.89,5.22,6.27
67.543,-0.92,5.26,5.52
67.548,-0.79,5.22,4.31
67.559,-0.16,5.15,2.86
67.565,-0.08,5.16,2.83
67.574,0.79,4.76,0.60
67.581,1.91,3.82,-2.21
67.592,3.38,2.03,-4.98
67.598,5.87,-0.56,-5.92
67.645,8.13,-3.64,-4.55
67.646,8.18,-3.59,-4.62
67.646,9.60,-6.65,-4.49
67.647,9.19,-8.79,-6.60
67.648,7.14,-9.65,-8.58
67.649,5.34,-8.80,-8.73
67.658,4.04,-6.94,-7.35
67.665,3.99,-6.93,-7.33
67.675,3.45,-4.02,-4.89
67.682,3.03,-0.44,-2.06
67.692,2.57,2.86,0.72
67.699,3.95,4.73,2.07
67.709,5.62,3.85,1.26
67.723,5.59,3.82,1.31
67.730,5.66,1.06,0.99
67.736,3.74,-1.99,3.44
67.742,0.75,-3.57,7.73
67.782,-0.24,-3.68,9.04
67.783,1.12,-2.81,8.53
67.784,1.24,-2.77,8.47
67.784,2.11,-1.88,7.27
67.785,2.07,-0.58,7.06
67.792,1.46,0.80,7.31
67.800,1.12,1.82,7.53
67.809,0.41,2.23,7.94
67.816,0.44,2.26,7.87
67.825,-1.01,2.19,8.08
67.833,-2.71,1.64,7.48
67.842,-3.30,1.56,6.39
67.850,-3.37,1.64,6.49
67.859,-3.65,0.06,5.68
67.879,-4.10,-2.34,4.42
67.883,-3.91,-2.26,4.14
67.885,-3.90,-3.77,2.60
67.892,-3.63,-4.05,2.56
67.944,-2.93,-3.78,3.06
67.945,-3.38,-3.21,3.98
67.946,-3.37,-2.54,3.86
67.947,-3.32,-2.53,3.76
67.947,-2.78,-1.64,2.76
67.949,-2.43,-0.86,0.99
67.952,-2.20,-0.37,-1.01
67.966,-1.84,0.41,-2.11
67.969,-1.22,0.99,-2.67
67.976,-1.19,1.00,-2.77
67.986,-0.79,1.23,-3.13
67.998,-0.45,1.11,-2.91
68.033,0.61,1.00,-1.71
68.039,0.71,0.98,-1.80
68.040,0.69,1.38,-1.06
68.040,0.78,1.36,-1.17
68.107,1.09,1.36,-0.83
68.108,1.46,1.60,-0.86
68.108,2.52,1.64,-1.24
68.109,3.05,1.70,-1.64
68.113,3.08,1.66,-1.92
68.113,4.00,1.81,-2.09
68.114,5.69,2.10,-1.77
68.115,7.04,2.21,-1.71
68.116,6.88,1.77,-1.88
68.119,5.39,1.06,-2.17
68.128,5.32,1.04,-2.29
68.136,3.69,0.26,-2.03
68.146,1.81,-1.09,-1.33
68.152,-0.10,-2.95,-0.60
68.196,-1.38,-4.55,0.05
68.197,-2.72,-5.81,0.48
68.197,-2.70,-5.81,0.44
68.198,-3.70,-6.86,-0.09
68.198,-4.09,-7.27,-1.51
68.203,-3.71,-6.91,-4.13
68.211,-1.67,-5.93,-8.22
68.220,1.95,-4.70,-11.85
68.231,5.13,-3.50,-13.60
68.237,5.15,-3.52,-13.61
68.247,4.71,-3.35,-13.34
68.253,2.17,-3.77,-11.76
68.262,-0.65,-4.22,-9.62
68.275,-2.92,-4.55,-7.16
68.279,-3.97,-4.69,-4.56
68.289,-4.01,-4.63,-4.41
68.295,-3.58,-4.26,-2.08
68.329,-1.77,-2.83,-0.16
68.329,-0.11,-1.10,1.36
68.330,0.62,0.20,2.02
68.335,0.83,0.81,2.12
68.337,0.79,0.85,2.36
68.345,0.96,0.59,2.19
68.379,1.04,-0.32,1.69
68.380,1.38,-1.81,1.12
68.380,2.03,-3.31,0.71
68.382,3.17,-4.19,0.59
68.387,3.06,-4.17,0.86
68.397,3.47,-4.65,1.08
68.404,3.08,-4.80,0.99
68.412,2.66,-5.18,0.82
68.421,2.63,-5.66,0.80
68.433,3.09,-6.09,0.90
68.438,2.93,-6.11,1.14
68.497,3.08,-5.79,1.36
68.498,2.97,-4.50,1.76
68.499,2.60,-2.93,2.42
68.499,1.74,-1.62,2.99
68.500,0.64,-0.68,3.69
68.501,-0.30,0.14,4.35
68.501,-0.36,0.08,4.52
68.506,-1.13,0.86,5.84
68.513,-2.85,1.08,6.76
68.523,-5.80,0.83,9.25
68.530,-8.09,0.25,9.08
68.539,-8.21,0.24,7.85
68.553,-8.26,0.19,7.92
68.556,-6.25,1.98,7.13
68.569,-4.42,3.77,6.76
68.623,-3.40,4.66,6.98
68.624,-1.79,5.09,7.00
68.624,-0.95,5.02,6.95
68.625,-1.05,4.97,6.99
68.626,-0.65,4.82,7.01
68.627,-0.90,4.84,6.93
68.630,-0.84,5.05,6.41
68.631,-0.76,5.12,5.42
68.640,-0.32,5.02,4.31
68.648,-0.29,5.02,4.28
68.656,0.29,4.66,2.87
68.665,1.09,3.99,1.04
68.676,2.23,2.98,-1.37
68.681,3.73,1.29,-3.84
68.696,6.32,-0.92,-5.35
68.704,6.41,-0.86,-5.42
68.707,9.21,-3.46,-5.13
68.715,10.54,-6.35,-5.62
68.757,9.74,-8.56,-7.23
68.758,7.48,-8.62,-7.60
68.759,5.70,-6.85,-6.96
68.759,5.62,-4.33,-5.68
68.761,4.59,-4.52,-5.64
68.766,3.54,-2.13,-3.52
68.773,2.46,0.07,-1.12
68.784,3.25,1.12,0.66
68.790,5.36,0.35,1.17
68.803,6.92,-2.39,0.30
68.807,6.88,-2.41,0.34
68.817,4.96,-4.55,1.47
68.824,0.34,-4.40,5.21
68.833,-1.77,-2.30,7.94
68.841,-1.77,0.26,8.77
68.855,-1.19,2.35,7.87
68.857,-1.12,2.37,7.82
68.906,-0.59,3.67,7.03
68.907,0.21,4.20,7.19
68.908,0.73,3.87,7.92
68.908,0.73,2.84,8.57
68.909,-0.48,1.21,8.98
68.910,-0.38,1.25,8.87
68.920,-2.44,-0.52,7.24
68.925,-3.19,-1.31,6.13
68.933,-3.27,-1.86,5.85
68.942,-1.66,-2.63,3.68
68.950,-1.95,-3.55,1.82
68.958,-1.78,-3.47,1.56
68.966,-2.19,-4.00,0.84
68.975,-2.51,-3.81,1.94
68.983,-2.73,-2.96,3.85
68.991,-3.30,-1.91,4.59
69.026,-3.09,-0.99,4.66
69.028,-3.06,-0.98,4.58
69.029,-2.57,-0.08,4.01
69.036,-1.76,0.47,2.49
69.041,-1.14,1.07,0.63
69.043,-0.67,1.03,-1.12
69.050,-0.54,1.01,-2.12
69.060,-0.12,0.82,-2.67
69.067,-0.06,0.82,-2.75
69.076,0.22,0.47,-2.76
69.084,0.09,0.28,-2.49
69.094,0.21,0.29,-2.05
69.100,0.39,0.42,-1.69
69.110,0.53,0.41,-1.85
69.117,0.91,0.68,-1.56
69.132,0.81,1.03,-1.17
69.134,1.41,1.28,-0.79
69.169,2.35,1.50,-0.63
69.172,3.65,1.75,-0.86
69.172,4.79,1.81,-1.82
69.173,4.84,1.76,-2.09
69.177,5.60,1.70,-3.06
69.185,6.23,1.55,-3.56
69.193,5.84,1.19,-3.34
69.201,4.13,0.24,-2.77
69.210,2.26,-0.95,-2.41
69.218,2.19,-0.96,-2.50
69.227,0.08,-2.47,-1.98
69.235,-1.70,-3.82,-1.25
69.243,-2.82,-4.59,-0.75
69.257,-3.21,-4.68,-0.84
69.260,-3.16,-4.69,-1.92
69.315,-3.11,-4.71,-1.99
69.318,-2.32,-4.62,-4.11
69.318,-0.74,-4.75,-7.72
69.319,1.25,-4.78,-10.83
69.319,2.63,-4.80,-11.72
69.320,3.50,-4.56,-10.49
69.321,4.20,-3.84,-8.67
69.327,4.16,-3.82,-8.63
69.338,4.13,-2.79,-7.46
69.344,2.68,-2.90,-6.62
69.353,1.01,-3.41,-5.40
69.362,-0.71,-3.98,-3.96
69.370,-0.77,-3.92,-3.80
69.378,-2.46,-4.31,-2.48
69.387,-2.33,-3.23,-1.24
69.396,-1.65,-1.90,-0.29
69.405,-1.24,-0.99,0.37
69.411,-0.87,-0.60,0.72
69.448,-0.93,-0.56,0.96
69.449,-0.46,-0.88,1.15
69.450,0.25,-2.13,1.28
69.451,1.04,-3.88,1.16
69.453,2.26,-5.34,0.90
69.461,3.18,-5.81,1.14
69.471,3.35,-5.58,1.59
69.480,3.21,-5.58,1.86
69.487,2.77,-5.23,2.14
69.496,2.51,-5.16,2.80
69.503,3.18,-5.28,4.10
69.513,3.91,-5.20,4.70
69.520,3.71,-4.55,3.01
69.529,3.55,-4.58,3.22
69.537,2.91,-3.59,2.36
69.552,2.17,-2.12,2.05
69.554,1.42,-0.94,1.32
69.608,0.70,-0.21,2.50
69.609,-0.39,0.65,4.18
69.609,-1.16,1.19,5.75
69.610,-1.23,1.13,5.89
69.610,-3.25,1.14,7.01
69.611,-4.69,1.40,7.71
69.613,-6.25,1.40,7.76
69.621,-7.34,1.56,7.60
69.630,-7.41,1.51,7.67
69.638,-7.61,1.86,7.53
69.647,-6.12,3.25,7.15
69.654,-4.47,4.32,6.80
69.663,-2.88,5.19,7.14
69.673,-1.66,5.47,6.64
69.687,-1.73,5.42,6.67
69.688,-1.30,5.32,6.81
69.730,-0.84,5.46,6.43
69.731,-0.24,5.46,5.57
69.731,0.21,5.47,4.76
69.732,0.75,5.22,3.87
69.733,0.81,5.23,3.84
69.739,1.45,4.76,2.33
69.747,1.72,4.09,0.56
69.757,2.03,2.87,-2.08
69.764,3.10,1.00,-3.94
69.774,5.32,-1.41,-4.56
69.780,8.21,-4.32,-5.10
69.789,8.22,-4.27,-5.17
69.797,9.07,-7.33,-6.56
69.806,8.22,-9.34,-8.13
69.815,6.28,-9.60,-8.25
69.825,4.77,-8.09,-7.18
69.831,3.49,-5.37,-5.75
69.875,3.43,-5.39,-5.68
69.876,2.93,-2.10,-3.79
69.876,2.30,1.78,-1.43
69.877,1.66,5.27,0.28
69.879,3.09,7.05,1.49
69.881,4.98,5.73,1.87
69.891,4.97,5.71,1.89
69.898,6.22,2.28,0.77
69.907,5.90,-2.31,0.24
69.915,2.81,-6.03,2.60
69.923,-0.67,-7.15,5.69
69.932,-0.13,-5.76,6.69
69.941,-0.02,-5.72,6.67
69.949,1.26,-3.91,5.96
69.957,1.35,-1.67,5.98
69.969,1.32,0.66,7.41
69.973,1.45,2.38,7.49
70.019,0.87,3.54,7.48
70.020,0.93,3.55,7.45
70.020,0.08,4.11,7.66
70.021,-0.68,3.91,7.24
70.021,-1.83,3.14,5.33
70.034,-3.32,1.68,4.29
70.038,-3.09,0.50,5.04
70.041,-2.88,0.59,4.82
70.049,-0.94,-0.27,4.57
70.057,-0.66,-1.89,3.77
70.066,-1.26,-3.91,2.76
70.074,-2.29,-4.86,2.32
70.083,-2.97,-4.63,3.17
70.091,-3.57,-3.54,4.13
70.101,-3.50,-3.52,4.01
70.108,-3.83,-2.27,4.67
70.146,-3.71,-1.14,4.59
70.147,-2.85,-0.12,3.58
70.148,-2.27,0.25,1.27
70.148,-1.66,0.73,-1.17
70.150,-1.67,0.75,-1.29
70.158,-1.38,1.21,-3.20
70.169,-0.79,1.16,-4.22
70.181,-0.34,0.86,-4.61
70.186,0.05,0.68,-3.35
70.192,0.39,0.65,-1.91
70.201,0.51,0.64,-2.01
70.209,0.68,0.61,-1.31
70.219,0.49,0.71,-1.04
70.226,0.78,1.10,-0.72
70.234,1.20,1.42,-0.06
70.245,1.86,1.58,0.34
70.250,1.96,1.54,0.05
70.301,2.99,1.48,-0.52
70.302,6.01,2.19,-1.02
70.302,7.20,2.51,-1.40
70.303,8.07,2.53,-2.30
70.304,7.57,2.12,-3.22
70.304,7.49,2.08,-3.41
70.309,5.54,1.12,-3.16
70.317,3.17,-0.22,-1.83
70.326,0.93,-2.27,0.02
70.334,-1.04,-4.22,1.31
70.343,-3.02,-5.79,1.66
70.351,-3.02,-5.79,1.62
70.360,-4.47,-6.90,0.66
70.384,-5.08,-7.15,-1.06
70.384,-4.87,-6.98,-4.03
70.385,-3.18,-6.55,-8.26
70.395,0.57,-5.58,-11.66
70.426,4.13,-4.65,-12.51
70.427,6.13,-3.85,-11.98
70.428,6.13,-3.85,-11.97
70.429,5.02,-3.54,-10.89
70.435,3.20,-3.34,-9.59
70.444,1.06,-3.45,-8.49
70.452,-1.16,-3.83,-7.58
70.461,-1.21,-3.77,-7.43
70.468,-3.09,-4.22,-6.55
70.478,-4.04,-4.64,-5.45
70.486,-3.67,-4.12,-3.28
70.494,-3.15,-3.23,-1.68
70.502,-2.68,-2.23,-0.52
70.511,-2.72,-2.18,-0.28
