time,x,y,z
0.009,0.04,-0.01,-0.83
0.016,0.20,0.06,-0.75
0.024,0.20,0.07,-0.44
0.044,0.52,0.14,-0.55
0.045,0.68,0.19,-0.15
0.049,0.79,0.22,0.26
0.057,0.72,0.29,0.50
0.065,0.43,0.31,0.54
0.074,0.12,0.34,0.71
0.082,0.13,0.34,0.70
0.094,-0.38,0.02,0.34
0.100,-0.60,0.04,0.34
0.111,-0.76,-0.22,0.41
0.116,-1.06,-0.48,0.30
0.135,-0.77,-0.37,0.30
0.137,-0.75,-0.37,0.29
0.142,-0.21,-0.09,0.25
0.150,-0.01,0.03,0.52
0.160,-0.36,0.14,0.41
0.166,-0.77,0.12,-0.14
0.176,-0.98,-0.10,-0.64
0.184,-0.93,-0.10,-0.63
0.192,-0.81,-0.38,-0.86
0.201,-0.63,-0.48,-0.85
0.209,-0.64,-0.41,-0.75
0.217,-0.75,-0.29,-0.56
0.226,-0.85,-0.14,-0.41
0.233,-0.84,-0.12,-0.42
0.245,-0.77,-0.00,-0.42
0.250,-0.65,-0.02,-0.21
0.259,-0.45,-0.01,-0.14
0.267,-0.38,-0.05,-0.01
0.276,-0.32,-0.20,-0.03
0.285,-0.31,-0.19,-0.04
0.292,-0.11,-0.28,-0.35
0.304,0.52,-0.25,-0.43
0.309,1.60,-0.09,-0.14
0.318,3.06,0.13,1.03
0.326,2.71,0.81,0.87
0.336,1.32,1.24,-0.11
0.343,1.31,1.22,-0.10
0.352,0.75,0.97,-0.23
0.359,0.56,0.48,-0.15
0.368,0.43,0.19,-0.32
0.376,0.06,0.00,-0.54
0.385,-0.60,-0.59,-0.59
0.393,-0.56,-0.57,-0.59
0.407,-1.11,-1.27,-1.12
0.410,-1.33,-1.23,-1.39
0.422,-1.28,-0.82,-1.00
0.427,-1.13,-0.15,0.01
0.436,-0.38,0.76,0.51
0.443,-0.35,0.82,0.48
0.453,0.24,1.12,0.54
0.460,0.36,1.05,0.27
0.469,-0.47,0.86,-0.09
0.477,-1.10,0.68,-0.59
0.486,-0.80,0.27,-1.02
0.493,-0.72,0.29,-1.03
0.502,0.09,-0.43,-1.15
0.519,0.71,-1.30,-1.10
0.520,0.15,-1.89,-0.95
0.537,-1.14,-1.99,-0.91
0.544,-2.16,-1.19,-0.82
0.545,-2.22,-1.18,-0.82
0.552,-2.57,0.12,-0.50
0.563,-2.19,0.52,-0.63
0.569,-1.67,-0.05,-1.07
0.578,-1.05,-0.48,-1.16
0.586,-0.46,-0.50,-1.03
0.594,-0.51,-0.51,-0.39
0.603,-0.31,-0.32,-0.60
0.611,-0.35,0.01,-0.26
0.619,-0.25,0.35,-0.15
0.628,-0.55,0.51,-0.21
0.637,-1.47,0.52,-0.77
0.645,-2.26,0.60,-1.77
0.653,-2.15,0.50,-1.73
0.665,-2.46,0.63,-2.50
0.670,-2.63,0.77,-3.01
0.681,-2.79,0.68,-3.31
0.687,-3.37,0.43,-3.28
0.697,-3.53,0.16,-2.56
0.703,-3.39,0.11,-2.51
0.713,-2.76,-0.49,-2.48
0.721,-2.66,-1.02,-0.94
0.729,-1.33,-1.39,-1.37
0.737,-0.16,-1.66,-1.64
0.746,1.31,-2.11,-1.31
0.754,1.56,-2.10,-1.25
0.763,2.37,-2.74,-1.35
0.772,3.33,-3.42,-1.50
0.779,4.82,-4.06,-1.37
0.791,6.00,-4.66,-1.10
0.796,6.27,-5.32,-1.06
0.806,6.66,-5.32,-0.85
0.813,6.41,-5.76,-1.46
0.822,7.15,-5.44,-1.45
0.830,7.43,-6.02,-3.25
0.838,7.86,-7.93,-4.15
0.851,6.96,-10.11,-3.58
0.854,7.40,-9.81,-3.26
0.863,6.84,-10.22,-2.05
0.871,7.21,-9.83,-1.21
0.880,6.94,-9.41,-0.95
0.888,5.23,-9.46,-0.84
0.897,2.78,-9.42,-0.73
0.905,0.79,-9.23,-0.92
0.913,0.97,-8.72,-0.49
0.922,-0.82,-8.95,-0.75
0.930,-2.47,-9.25,1.12
0.941,-1.18,-8.51,3.45
0.950,-1.48,-8.77,1.56
0.957,-3.42,-8.82,-0.22
0.964,-3.53,-8.40,-0.17
0.973,-5.80,-7.21,-2.06
0.982,-7.27,-5.49,-2.91
0.990,-9.35,-4.45,-2.91
0.999,-11.14,-3.53,-1.87
1.006,-12.07,-2.27,-0.52
1.015,-12.27,-1.98,-0.66
1.023,-12.79,-1.07,0.24
1.044,-12.56,-0.27,0.52
1.046,-11.64,0.41,0.26
1.048,-11.54,0.57,-2.40
1.056,-12.39,-0.15,-15.36
1.065,-12.46,-0.11,-15.47
1.073,-8.14,1.43,-16.11
1.085,-5.48,2.71,-11.04
1.089,-5.81,-0.06,-4.66
1.099,-8.91,-2.53,-0.15
1.106,-4.95,-2.93,-0.52
1.115,-4.97,-2.87,-0.47
1.123,-3.60,-2.84,0.31
1.136,-3.75,-2.52,-0.88
1.140,-3.39,-1.87,-1.11
1.150,-3.78,-1.29,-0.20
1.160,-3.74,-0.66,0.17
1.165,-3.80,-0.61,-0.18
1.173,-3.04,-0.43,-0.22
1.182,-2.20,-0.32,-1.09
1.195,-1.31,-0.09,-1.54
1.199,-0.33,0.16,-1.51
1.217,0.39,0.51,-1.43
1.221,0.08,0.99,-1.26
1.241,0.04,1.04,-1.19
1.243,-0.26,2.02,-1.84
1.244,-1.06,2.65,-2.42
1.250,-0.42,2.63,-2.72
1.259,0.57,2.01,-2.00
1.266,-0.45,0.77,-1.44
1.274,-0.54,0.87,-1.23
1.283,-1.09,-0.51,-1.55
1.291,0.39,1.20,-1.11
1.299,-0.36,-0.71,-1.58
1.307,0.67,-2.34,-0.17
1.316,1.38,-2.10,0.79
1.324,1.31,-2.05,0.86
1.333,0.37,-0.82,0.89
1.341,0.60,0.83,0.04
1.349,1.53,1.61,-0.90
1.359,1.61,2.31,-1.50
1.366,1.66,3.23,-0.89
1.375,1.53,3.28,-0.90
1.383,2.31,3.13,-0.06
1.391,3.63,1.66,0.80
1.400,4.34,-0.57,0.98
1.408,3.72,-1.38,0.15
1.420,1.49,0.29,-0.67
1.425,1.27,0.36,-0.68
1.435,0.28,2.22,-0.71
1.442,0.49,3.83,-0.55
1.450,0.93,4.88,-0.37
1.459,1.43,5.50,-0.20
1.467,1.99,5.93,-0.06
1.476,2.27,6.19,-0.13
1.484,2.12,6.20,-0.14
1.494,1.86,6.36,-0.45
1.502,1.29,6.58,-1.04
1.510,0.69,6.56,-1.73
1.518,0.36,6.68,-2.02
1.527,0.65,6.51,-1.66
1.534,0.60,6.51,-1.58
1.544,0.53,4.93,-0.71
1.551,6.57,-10.82,3.42
1.560,14.13,-20.65,3.07
1.568,6.74,-22.39,4.26
1.578,-2.22,-17.00,3.79
1.585,-2.89,-17.03,3.59
1.594,-7.93,-12.93,2.44
1.602,-10.93,-13.25,-0.49
1.612,-9.45,-12.14,-2.65
1.618,-5.39,-7.86,-3.41
1.628,-1.59,-3.92,-3.04
1.635,-1.59,-3.92,-3.08
1.646,1.38,-1.56,-2.03
1.652,3.28,0.01,-1.06
1.664,2.37,0.33,-0.46
1.669,0.92,1.02,-0.22
1.677,1.64,2.60,0.91
1.686,1.74,2.62,0.92
1.694,4.53,3.43,1.47
1.702,6.73,3.13,1.04
1.710,7.28,2.01,-0.42
1.719,6.35,1.10,-3.11
1.727,4.74,0.61,-5.90
1.737,3.17,0.35,-7.72
1.744,3.18,0.31,-7.83
1.754,2.32,0.27,-7.52
1.761,1.78,0.36,-5.83
1.777,1.24,0.37,-3.53
1.779,0.76,0.24,-1.45
1.788,0.23,-0.01,-0.06
1.794,0.19,-0.01,-0.03
1.804,-0.40,-0.45,0.41
1.811,-0.97,-0.76,0.21
1.823,-1.32,-0.82,0.08
1.828,-1.30,-0.77,0.04
1.839,-0.77,-0.50,0.30
1.845,-0.78,-0.52,0.25
1.855,-0.24,-0.32,0.45
1.862,0.23,-0.16,0.64
1.872,0.94,-0.18,0.37
1.879,1.46,-0.30,-0.44
1.892,1.75,-0.52,-1.60
1.896,1.77,-0.55,-1.69
1.907,1.89,-0.71,-2.95
1.912,1.83,-0.94,-4.02
1.925,1.55,-1.15,-4.81
1.931,1.16,-1.50,-5.18
1.937,0.66,-2.01,-5.29
1.946,0.64,-2.02,-5.28
1.954,-0.03,-2.47,-5.09
1.962,-0.61,-2.89,-4.85
1.971,-1.09,-3.38,-4.58
1.979,-1.32,-3.87,-4.40
1.987,-1.46,-4.39,-4.07
1.997,-1.79,-4.74,-3.52
2.004,-1.82,-4.72,-3.48
2.014,-2.13,-4.76,-2.74
2.021,-2.02,-4.69,-2.12
2.045,-1.30,-4.04,-1.76
2.048,-0.04,-2.76,-2.20
2.049,1.12,-1.60,-3.13
2.055,1.14,-1.56,-3.03
2.073,1.75,-0.76,-3.75
2.074,2.26,-0.29,-3.92
2.084,2.58,-0.07,-3.81
2.088,2.87,-0.18,-3.70
2.099,2.73,-0.54,-3.35
2.105,2.67,-0.51,-3.11
2.114,2.31,-0.86,-2.40
2.122,1.78,-1.31,-1.26
2.130,1.66,-1.78,0.02
2.139,1.87,-2.22,1.39
2.147,2.69,-2.60,2.49
2.156,2.68,-2.59,2.76
2.164,4.07,-2.77,3.50
2.172,5.19,-2.85,3.93
2.181,5.59,-2.50,4.13
2.189,5.51,-1.42,4.23
2.198,5.01,-0.51,4.17
2.206,4.99,-0.53,4.36
2.214,4.26,-0.14,4.29
2.223,3.24,0.04,4.17
2.231,1.99,0.17,3.89
2.243,0.83,-0.08,2.10
2.248,-0.37,-0.48,-0.21
2.259,-2.29,-1.29,-0.62
2.264,-2.36,-1.34,-0.49
2.275,-5.44,-3.33,0.54
2.281,-4.71,-3.44,2.33
2.292,-3.53,-2.42,3.91
2.298,-2.39,-1.02,4.41
2.310,-1.24,0.28,4.60
2.319,-1.24,0.24,4.71
2.324,-0.80,1.03,4.79
2.332,-0.48,1.57,4.78
2.341,-0.33,1.91,4.70
2.349,-0.41,2.37,4.52
2.358,-0.64,2.78,4.34
2.366,-0.66,2.73,4.39
2.374,-0.53,2.91,4.24
2.382,-0.51,3.00,4.05
2.390,-0.36,3.06,3.78
2.399,-0.08,3.15,3.52
2.407,0.11,3.22,3.31
2.416,0.10,3.22,3.28
2.424,0.33,3.32,2.90
2.435,0.58,3.48,2.35
2.441,0.94,3.35,1.94
2.450,1.04,3.17,1.41
2.457,1.01,2.97,1.09
2.467,1.02,2.99,1.04
2.474,1.04,2.95,0.82
2.484,1.15,2.96,0.45
2.491,1.12,2.99,-0.18
2.502,1.24,2.84,-1.10
2.508,1.49,2.34,-2.38
2.518,1.49,2.37,-2.46
2.531,1.93,1.45,-3.82
2.534,2.58,-0.05,-5.61
2.541,3.65,-2.24,-7.50
2.551,4.91,-4.69,-9.45
2.558,5.40,-6.43,-9.67
2.569,4.49,-6.24,-8.20
2.577,4.45,-6.26,-8.15
2.585,2.98,-4.44,-5.86
2.592,1.61,-1.79,-3.74
2.601,0.55,1.05,-2.14
2.609,-0.01,3.62,-1.24
2.618,-0.19,5.17,-0.73
2.625,-0.18,5.16,-0.71
2.634,0.23,5.16,-0.52
2.642,1.54,3.30,-0.80
2.651,3.25,0.15,-2.31
2.660,4.31,-3.76,-2.17
2.668,5.45,-6.64,0.31
2.679,5.45,-6.64,0.35
2.684,5.99,-7.97,1.88
2.695,5.38,-6.85,1.73
2.701,4.47,-3.43,3.36
2.711,1.90,0.87,6.56
2.717,-0.49,3.97,8.77
2.730,-0.49,3.96,8.76
2.734,-1.82,5.39,8.05
2.748,-1.95,5.80,7.41
2.752,-1.84,5.51,7.65
2.759,-1.70,4.15,7.96
2.768,-2.52,1.47,8.23
2.777,-2.46,1.53,8.11
2.785,-2.23,-1.13,7.89
2.794,-1.56,-2.84,6.93
2.802,-0.67,-3.94,5.16
2.811,-0.49,-4.94,2.97
2.819,-0.06,-5.10,1.30
2.828,-0.17,-4.76,0.56
2.835,-0.12,-4.71,0.45
2.846,-0.86,-4.13,0.57
2.852,-1.60,-3.22,0.85
2.863,-2.41,-2.39,1.11
2.869,-2.78,-2.13,1.82
2.878,-2.76,-2.10,1.69
2.888,-1.48,-1.43,1.57
2.895,-0.81,-0.67,0.57
2.905,0.02,-0.19,-0.37
2.911,1.04,0.24,-0.91
2.919,1.49,0.73,-1.12
2.927,1.82,1.29,-0.93
2.936,1.84,1.30,-1.01
2.945,1.61,1.52,-0.52
2.953,1.01,1.46,-0.07
2.961,0.59,1.19,-0.10
2.970,-0.05,1.04,-0.22
2.978,-0.92,1.02,-0.19
2.988,-0.89,1.03,-0.27
2.997,-1.55,1.36,-0.36
3.004,-1.78,1.66,-0.12
3.012,-1.84,1.81,-0.19
3.020,-1.50,1.75,-0.32
3.042,-0.96,1.58,-0.18
3.044,-0.93,1.57,-0.28
3.045,-0.17,1.22,-0.15
3.054,0.33,0.80,-0.16
3.062,0.74,0.57,-0.17
3.071,0.90,0.16,-0.18
3.079,1.04,-0.16,-0.05
3.088,1.36,-0.15,0.10
3.095,1.34,-0.16,0.01
3.106,1.46,0.02,-0.12
3.112,1.60,0.12,-0.48
3.121,1.61,0.07,-1.37
3.134,1.48,0.02,-2.40
3.138,1.47,-0.01,-2.55
3.147,1.03,-0.26,-3.55
3.155,0.35,-0.65,-4.23
3.165,-0.32,-1.29,-4.61
3.172,-1.10,-2.04,-4.74
3.179,-2.06,-2.73,-4.83
3.188,-2.96,-3.29,-4.86
3.196,-2.97,-3.30,-4.89
3.204,-3.33,-3.68,-4.63
3.213,-3.00,-3.85,-4.25
3.221,-1.85,-3.67,-4.07
3.229,-0.28,-3.20,-4.58
3.238,1.06,-2.43,-5.87
3.246,1.06,-2.42,-5.86
3.255,1.86,-2.16,-7.09
3.263,1.46,-2.81,-7.49
3.271,0.33,-3.95,-7.18
3.281,-0.54,-4.86,-5.91
3.291,-1.14,-5.19,-4.08
3.297,-1.17,-5.15,-3.89
3.307,-1.13,-4.73,-2.47
3.314,-0.65,-3.71,-1.45
3.322,0.38,-2.79,-0.79
3.331,0.85,-2.66,-0.06
3.340,0.83,-3.05,1.33
3.348,0.70,-3.28,2.83
3.358,0.69,-3.26,3.06
3.378,0.54,-3.46,4.00
3.379,0.49,-3.38,4.17
3.381,0.81,-3.23,3.85
3.394,1.59,-3.21,3.39
3.398,1.64,-3.21,3.60
3.409,2.72,-3.23,3.08
3.416,3.67,-3.35,2.75
3.424,4.19,-3.40,2.55
3.432,4.68,-2.96,2.67
3.440,5.17,-2.02,3.07
3.448,5.18,-2.05,3.85
3.456,5.43,-0.57,3.94
3.465,5.23,1.27,4.51
3.473,4.97,2.67,5.17
3.481,4.35,3.44,4.90
3.490,3.42,3.45,4.51
3.498,0.88,2.33,4.92
3.506,0.79,2.26,5.04
3.515,-2.53,0.53,5.48
3.523,-3.78,-0.29,5.82
3.534,-4.39,-0.65,5.64
3.545,-3.78,-0.07,5.22
3.552,-2.75,0.92,4.87
3.556,-2.73,0.90,4.93
3.566,-1.75,1.78,4.94
3.573,-1.26,2.28,5.21
3.583,-1.12,2.62,5.72
3.591,-1.14,2.90,6.32
3.599,-1.07,3.27,6.40
3.608,-0.83,3.69,6.20
3.616,-0.86,3.68,6.17
3.626,-0.50,4.14,5.81
3.632,-0.16,4.38,5.33
3.643,0.39,4.57,4.74
3.649,1.06,4.69,3.97
3.658,1.06,4.71,3.89
3.667,1.79,4.60,2.94
3.675,2.47,3.92,2.01
3.692,3.21,2.66,0.65
3.694,3.91,1.29,-1.62
3.700,4.63,-0.04,-5.07
3.709,4.65,-0.00,-5.15
3.716,5.21,-1.17,-7.83
3.725,5.84,-2.11,-8.69
3.733,6.18,-2.89,-8.53
3.741,5.48,-3.69,-8.10
3.750,4.17,-3.80,-7.44
3.759,2.90,-3.21,-6.31
3.767,2.85,-3.23,-6.27
3.775,2.18,-2.22,-5.06
3.783,1.68,-0.85,-3.86
3.802,1.37,0.53,-2.97
3.804,1.46,1.45,-2.35
3.814,1.71,1.51,-2.14
3.817,1.73,1.49,-2.08
3.826,1.75,0.33,-2.52
3.834,1.75,-1.78,-3.45
3.846,1.71,-3.64,-0.63
3.851,2.05,-3.77,3.75
3.859,1.99,-3.40,4.55
3.868,1.97,-3.41,4.55
3.876,1.16,-2.71,3.74
3.886,0.70,-1.16,4.94
3.893,0.94,1.01,7.69
3.903,1.26,2.90,9.01
3.910,1.39,3.97,8.36
3.919,1.41,3.99,8.30
3.926,1.08,4.16,7.37
3.935,0.26,3.48,7.00
3.945,-0.50,1.99,7.23
3.953,-0.58,0.49,6.88
3.960,0.06,-0.15,6.11
3.970,0.10,-0.09,5.94
3.976,0.64,-0.23,5.13
3.985,1.07,-0.74,4.43
3.994,0.90,-1.57,3.46
4.002,0.05,-3.00,2.53
4.010,-1.21,-4.33,1.84
4.020,-1.17,-4.61,1.33
4.040,-2.49,-4.53,1.21
4.041,-3.62,-4.41,0.70
4.044,-4.01,-3.90,0.87
4.052,-3.76,-3.13,1.04
4.060,-3.59,-1.96,0.86
4.069,-3.01,-0.77,0.44
4.077,-2.99,-0.75,0.30
4.087,-1.74,0.27,-0.63
4.095,-0.54,0.96,-1.48
4.106,0.45,1.31,-1.58
4.111,0.37,1.18,-0.89
4.119,-0.29,0.95,0.10
4.129,-0.27,0.95,0.07
4.136,-0.92,0.75,0.77
4.145,-1.44,0.58,0.98
4.153,-1.90,0.55,0.69
4.162,-1.99,0.73,0.53
4.170,-1.11,1.09,0.26
4.179,-1.05,1.10,0.12
4.187,0.16,1.53,-0.10
4.197,0.89,1.97,0.03
4.203,1.67,1.92,0.30
4.213,1.99,1.68,-0.05
4.220,2.30,1.41,-0.57
4.233,2.31,1.39,-0.74
4.236,2.26,1.07,-1.39
4.247,2.03,1.08,-1.65
4.253,1.86,0.88,-1.84
4.262,1.32,0.43,-1.77
4.271,0.79,-0.17,-1.99
4.279,0.76,-0.20,-2.11
4.287,0.18,-0.76,-2.61
4.296,-0.25,-1.34,-3.40
4.304,-0.66,-1.76,-4.39
4.312,-1.14,-1.90,-4.94
4.320,-1.73,-2.07,-5.26
4.329,-2.05,-2.45,-5.29
4.338,-2.08,-2.47,-5.33
4.346,-2.23,-2.78,-5.46
4.354,-2.35,-3.10,-5.38
4.381,-2.56,-3.40,-5.25
4.382,-2.84,-3.80,-4.70
4.383,-2.79,-4.17,-3.92
4.388,-2.80,-4.16,-3.90
4.396,-2.41,-4.29,-3.54
4.406,-1.52,-3.92,-4.17
4.413,-0.19,-2.97,-5.92
4.423,1.15,-2.51,-7.57
4.430,1.44,-2.45,-8.39
4.441,0.83,-2.76,-8.28
4.446,0.80,-2.74,-8.18
4.456,-0.21,-3.30,-7.10
4.463,-0.84,-3.75,-5.51
4.481,-1.05,-3.93,-3.68
4.483,-0.85,-4.11,-2.29
4.491,-0.88,-4.07,-2.04
4.497,-0.58,-4.30,-0.54
4.506,-0.10,-4.44,1.45
4.514,-0.09,-4.53,3.30
4.522,-0.04,-4.36,4.28
4.530,0.17,-4.06,4.44
4.539,0.19,-4.05,4.71
4.547,0.83,-3.70,4.78
4.555,1.77,-3.33,4.67
4.564,2.88,-3.36,4.14
4.573,4.17,-3.85,3.76
4.581,5.03,-4.51,3.74
4.589,5.37,-4.52,3.38
4.598,5.31,-4.56,3.53
4.606,4.79,-4.23,3.03
4.614,4.13,-3.17,2.50
4.628,3.54,-1.56,2.01
4.632,2.98,0.03,2.02
4.641,2.68,1.54,2.49
4.650,2.67,1.49,2.62
4.656,2.15,2.58,2.91
4.666,1.07,3.05,5.24
4.673,-2.32,1.98,7.17
4.683,-4.87,0.43,6.86
4.690,-4.89,0.28,6.81
4.700,-4.20,1.15,6.67
4.706,-4.16,1.14,6.71
4.716,-3.52,2.61,6.25
4.723,-2.49,3.70,6.10
4.733,-1.60,4.15,6.25
4.740,-0.50,4.32,6.10
4.750,-0.53,4.29,6.11
4.759,0.17,4.50,6.14
4.769,0.55,4.77,6.34
4.774,0.81,5.12,6.46
4.783,0.22,5.60,6.15
4.791,0.82,5.84,6.23
4.799,0.79,5.83,6.18
4.807,0.86,5.80,5.70
4.816,1.10,5.65,4.70
4.824,1.50,5.02,3.57
4.833,1.90,3.74,1.77
4.842,2.67,1.76,-1.23
4.849,2.70,1.81,-1.34
4.858,3.67,-0.51,-5.30
4.866,5.29,-2.29,-9.28
4.879,6.30,-3.14,-11.12
4.887,6.61,-3.67,-11.31
4.899,5.45,-4.43,-10.84
4.901,3.16,-4.91,-9.60
4.908,3.10,-4.93,-9.57
4.916,1.34,-4.51,-8.10
4.925,0.71,-3.10,-6.86
4.933,0.47,-1.31,-5.17
4.943,0.49,0.27,-3.02
4.950,0.65,0.86,-1.14
4.960,1.33,-0.38,-1.10
4.967,1.33,-0.40,-1.05
4.977,2.12,-2.56,0.75
4.984,2.37,-3.64,4.78
4.993,1.88,-3.67,6.08
5.001,1.43,-3.25,5.01
5.010,1.44,-3.23,4.98
5.017,1.57,-2.22,5.59
5.041,1.71,-0.42,7.02
5.043,2.07,1.69,8.11
5.049,1.27,3.19,7.52
5.051,0.37,4.01,6.47
5.060,0.40,4.03,6.41
5.067,-0.40,3.96,5.78
5.076,-0.78,3.02,6.23
5.084,-0.57,1.17,7.06
5.093,0.53,0.15,7.21
5.101,1.63,-0.64,6.68
5.109,1.68,-0.58,6.49
5.120,2.08,-1.96,5.55
5.126,1.74,-3.85,4.44
5.134,0.71,-4.90,3.51
5.143,-0.05,-4.79,2.88
5.152,-1.73,-4.02,2.28
5.160,-2.96,-2.89,1.50
5.179,-2.96,-2.86,1.35
5.180,-3.60,-1.78,0.21
5.192,-2.99,-0.74,-0.75
5.193,-2.25,0.08,-1.44
5.203,-1.96,0.72,-1.96
5.210,-1.41,1.33,-2.02
5.220,-0.80,1.75,-1.52
5.227,-0.78,1.75,-1.60
5.238,-0.38,1.60,-1.25
5.243,-0.63,1.31,-0.40
5.253,-1.19,0.94,-0.04
5.261,-1.60,0.97,0.23
5.270,-1.55,0.98,0.16
5.277,-1.66,1.38,0.41
5.287,-1.39,1.99,0.41
5.300,-0.88,2.74,0.26
5.308,-0.29,3.46,-0.20
5.322,0.32,3.80,-0.71
5.323,0.34,3.78,-0.86
5.329,0.96,3.72,-1.17
5.336,1.68,3.18,-0.99
5.344,2.47,2.23,-0.58
5.353,2.44,1.07,-1.16
5.361,2.07,0.08,-1.92
5.370,2.01,0.04,-2.06
5.378,1.39,-0.96,-2.48
5.386,0.61,-1.99,-2.51
5.395,-0.29,-2.89,-2.37
5.403,-1.19,-3.45,-2.64
5.412,-1.88,-3.84,-3.90
5.421,-1.86,-3.87,-6.85
5.429,-2.10,-4.06,-6.90
5.437,-1.96,-4.20,-10.17
5.450,-1.85,-4.75,-11.36
5.454,-1.76,-5.29,-10.18
5.467,-1.59,-5.18,-8.97
5.471,-1.09,-4.57,-8.95
5.480,-1.11,-4.54,-8.85
5.488,0.24,-3.83,-9.77
5.497,1.82,-3.84,-9.63
5.504,2.01,-4.47,-7.73
5.513,1.40,-5.07,-5.20
5.521,1.07,-5.13,-2.73
5.530,1.04,-5.09,-2.47
5.538,0.33,-5.05,-0.10
5.546,-0.64,-4.98,2.31
5.554,-1.00,-4.72,3.91
5.563,-0.72,-4.39,4.86
5.571,-0.29,-4.45,4.98
5.580,-0.28,-4.45,5.25
5.591,0.59,-4.54,4.82
5.599,1.88,-4.28,4.37
5.613,3.23,-3.88,4.02
5.616,4.51,-3.53,3.52
5.621,5.23,-3.47,2.93
5.630,5.18,-3.51,3.14
5.638,5.25,-3.94,2.70
5.646,5.23,-4.43,2.34
5.655,4.72,-4.55,1.63
5.663,3.87,-3.78,0.78
5.672,3.98,-1.80,0.61
5.680,3.97,-1.84,0.77
5.689,4.49,0.02,1.74
5.697,4.46,1.98,4.10
5.706,4.00,3.29,6.41
5.714,2.74,4.02,7.48
5.723,-0.29,3.19,6.59
5.742,-3.24,1.93,6.00
5.743,-3.24,1.88,6.08
5.749,-4.46,1.30,6.63
5.757,-4.81,1.62,7.32
5.764,-4.68,2.72,7.94
5.774,-4.14,4.07,7.71
5.780,-3.24,5.18,7.20
5.790,-3.27,5.14,7.21
5.798,-2.39,5.66,7.18
5.806,-1.79,5.76,7.25
5.814,-1.46,5.84,7.38
5.823,-0.84,5.92,7.31
5.831,-0.64,5.96,6.90
5.840,-0.68,5.96,6.81
5.848,-0.80,5.86,6.05
5.856,-1.37,5.53,4.91
5.878,-1.69,4.73,3.01
5.879,-1.18,3.39,-0.14
5.884,0.59,1.35,-5.61
5.890,0.67,1.40,-5.68
5.898,3.64,-0.68,-11.50
5.907,7.17,-2.47,-14.33
5.915,9.86,-4.32,-13.25
5.923,9.79,-6.31,-10.92
5.932,7.11,-7.52,-9.52
5.943,7.02,-7.52,-9.54
5.949,4.30,-6.62,-8.47
5.961,2.87,-4.19,-6.92
5.965,2.19,-1.02,-4.78
5.976,1.52,2.06,-2.85
5.982,1.05,4.10,-2.98
5.992,1.08,5.61,1.70
6.000,-0.01,5.46,1.83
6.011,0.18,6.45,8.61
6.020,1.81,5.48,11.49
6.039,3.46,2.27,9.55
6.041,5.16,-2.13,7.77
6.042,7.29,-5.94,6.98
6.051,7.33,-5.88,6.89
6.058,9.11,-8.00,3.17
6.067,8.61,-9.68,0.86
6.074,4.30,-6.88,4.38
6.083,-0.12,-3.47,6.35
6.091,-3.50,-0.56,7.40
6.100,-3.56,-0.57,7.35
6.108,-6.24,0.76,7.92
6.117,-7.54,0.54,7.82
6.125,-6.97,-0.55,7.07
6.133,-5.81,-1.63,5.94
6.150,-4.43,-2.56,4.81
6.151,-4.32,-2.49,4.70
6.158,-2.99,-3.45,4.19
6.167,-1.98,-4.92,4.46
6.175,-1.60,-6.71,4.80
6.185,-1.54,-7.38,4.00
6.192,-1.42,-6.50,2.62
6.201,-1.38,-6.43,2.44
6.209,-0.38,-4.18,1.25
6.217,1.04,-1.81,1.20
6.225,1.09,0.16,1.98
6.234,1.65,1.81,2.65
6.242,1.10,2.93,1.30
6.251,1.22,2.97,1.10
6.259,0.41,3.68,-0.63
6.268,0.48,3.97,-2.92
6.277,1.93,3.90,-4.66
6.286,4.62,3.61,-5.36
6.298,5.24,3.54,-5.33
6.306,4.36,3.39,-4.10
6.312,3.65,3.41,-2.66
6.318,3.64,3.39,-2.78
6.327,2.69,3.35,-1.58
6.335,1.96,3.47,-0.33
6.344,1.06,3.36,0.56
6.352,-0.10,2.64,0.72
6.363,-0.17,2.60,0.58
6.369,-0.97,1.46,-0.30
6.379,-0.99,0.25,-1.93
6.386,-0.64,-0.56,-3.79
6.395,-0.21,-0.85,-5.26
6.402,-0.01,-0.81,-5.39
6.412,-0.07,-0.85,-5.49
6.419,-0.19,-0.79,-4.54
6.427,-0.36,-0.75,-3.32
6.435,-0.59,-0.75,-2.30
6.447,-0.70,-0.83,-1.71
6.454,-0.74,-0.95,-1.66
6.470,-0.79,-0.99,-1.73
6.471,-0.69,-1.41,-2.47
6.478,-0.57,-1.87,-3.74
6.486,-0.76,-2.26,-4.81
6.494,-1.17,-2.40,-4.97
6.502,-1.94,-3.04,-4.29
6.511,-2.03,-3.07,-4.30
6.520,-2.83,-3.95,-3.23
6.528,-3.49,-4.72,-1.93
6.537,-3.14,-4.72,-1.53
6.545,-1.95,-3.83,-3.21
6.555,-0.65,-2.48,-5.55
6.566,-0.70,-1.87,-7.01
6.583,-1.04,-2.38,-7.08
6.584,-1.10,-2.39,-7.02
6.590,-1.99,-3.76,-6.21
6.595,-3.27,-5.40,-4.75
6.604,-4.90,-7.07,-2.59
6.612,-5.57,-8.38,-0.67
6.621,-5.55,-8.31,-0.45
6.628,-2.15,-7.22,-0.00
6.637,0.02,-5.40,0.36
6.646,0.16,-3.83,1.31
6.654,0.61,-2.90,2.11
6.662,1.77,-2.98,2.10
