time,x,y,z
9.150,0.00,-0.03,-0.06
9.159,0.22,-0.09,0.43
9.166,0.35,-0.08,0.70
9.177,0.29,-0.11,0.78
9.183,0.10,-0.02,0.59
9.194,-0.08,0.02,0.20
9.200,-0.07,-0.00,0.23
9.221,-0.32,0.09,-0.21
9.222,-0.35,0.22,-0.41
9.226,-0.28,0.37,-0.47
9.233,-0.02,0.41,-0.40
9.242,0.04,0.36,-0.28
9.250,0.05,0.34,-0.26
9.259,-0.01,0.25,-0.32
9.267,-0.09,0.21,-0.24
9.276,-0.22,0.23,-0.13
9.284,-0.12,0.21,-0.36
9.292,-1.68,1.43,-5.65
9.300,-1.65,1.41,-5.59
9.309,-0.38,0.87,-4.88
9.319,0.72,-0.18,-2.44
9.326,0.30,-0.83,-1.08
9.341,0.14,-0.12,-0.84
9.342,0.29,0.24,0.06
9.369,0.25,0.24,0.03
9.370,-0.14,-0.08,0.87
9.370,-0.56,-0.31,1.03
9.376,-0.56,-0.16,0.64
9.387,-0.05,0.29,-0.24
9.393,0.56,0.61,-1.11
9.408,0.54,0.60,-1.12
9.410,0.72,0.87,-1.67
9.420,0.72,0.85,-2.03
