time,x,y,z
6.740,0.03,1.34,0.42
6.740,-0.15,0.96,0.73
6.747,0.10,0.81,1.13
6.756,0.32,1.10,1.25
6.765,0.19,1.59,-0.13
6.772,0.34,2.21,-1.85
6.794,0.36,2.20,-2.04
6.796,0.72,2.71,-3.15
6.805,1.05,3.04,-3.25
6.806,1.12,2.49,-2.56
6.814,1.23,1.62,-1.38
6.822,1.06,0.75,-0.45
6.831,1.00,0.71,-0.54
6.839,0.27,-0.13,-0.13
6.848,-0.51,-0.95,-0.25
6.856,-0.91,-1.63,-0.69
6.864,-1.20,-2.10,-1.57
6.874,-1.41,-2.41,-2.74
6.881,-1.43,-2.45,-2.88
6.891,-1.50,-2.80,-4.29
6.898,-1.41,-2.95,-5.84
6.908,-1.49,-3.26,-7.14
6.916,-1.66,-3.97,-7.54
6.927,-1.89,-5.04,-6.74
6.936,-2.21,-5.98,-5.32
6.967,-2.25,-5.97,-5.28
6.968,-2.60,-6.08,-4.02
6.968,-2.41,-5.06,-3.84
6.973,-1.37,-3.34,-5.13
6.974,0.10,-2.13,-7.19
6.983,0.57,-1.83,-8.40
6.990,0.56,-1.82,-8.33
6.999,-0.21,-2.25,-7.60
7.007,-0.65,-3.19,-6.25
7.016,-0.81,-4.09,-4.82
7.024,-0.65,-4.64,-3.63
7.033,-0.07,-4.52,-2.58
7.055,-0.07,-4.48,-2.33
7.056,0.64,-4.01,-0.60
7.057,1.40,-3.35,1.41
7.066,1.63,-3.01,3.17
7.074,1.62,-2.76,4.31
7.084,1.67,-2.65,4.75
7.091,1.70,-2.64,4.99
7.101,1.94,-2.60,4.87
7.108,2.31,-2.54,4.36
7.117,2.72,-2.71,3.85
7.124,3.26,-3.16,3.17
7.134,3.93,-3.62,2.45
7.141,3.95,-3.64,2.61
7.150,4.28,-3.95,1.98
7.158,4.23,-3.81,1.32
7.167,3.41,-3.18,0.93
7.176,2.59,-1.96,0.91
7.186,2.16,-0.42,1.28
7.194,2.16,1.20,2.02
7.214,2.17,1.16,2.15
7.215,2.48,2.39,3.41
7.217,2.23,3.05,4.81
7.226,0.59,2.83,6.08
7.234,-2.04,1.50,6.09
7.243,-3.52,0.68,6.61
7.251,-3.50,0.64,6.70
7.260,-4.14,0.55,6.78
7.267,-3.65,1.08,6.82
7.276,-3.38,1.90,7.00
7.284,-3.02,2.70,7.01
7.294,-2.14,3.40,6.72
7.301,-2.16,3.35,6.77
7.315,-1.09,4.06,6.37
7.328,-0.11,4.29,6.01
7.329,0.65,4.50,5.92
7.343,1.17,4.80,5.46
7.345,1.32,5.12,5.01
7.351,1.26,5.10,4.97
7.360,1.43,5.45,4.71
7.368,1.54,5.57,4.10
7.376,1.80,5.53,3.32
7.385,2.32,5.10,2.36
7.393,2.60,4.21,1.00
7.402,2.60,4.23,0.93
7.410,2.90,3.05,-0.78
7.419,3.56,1.41,-2.78
7.441,4.07,-0.38,-5.42
7.442,5.11,-2.65,-8.10
7.443,5.99,-5.00,-10.60
7.454,6.01,-6.88,-11.24
7.460,5.98,-6.88,-11.20
7.472,4.36,-7.85,-9.85
7.477,2.70,-7.00,-7.86
7.489,1.26,-4.82,-6.12
7.494,0.46,-1.86,-4.49
7.506,0.28,1.22,-2.60
7.510,0.30,1.18,-2.50
7.520,0.74,4.01,-0.94
7.527,1.29,5.73,-0.22
7.538,1.47,5.83,-0.47
7.544,1.77,4.63,-0.12
7.554,2.34,3.32,4.43
7.561,2.32,3.30,4.44
7.572,3.13,1.55,8.04
7.578,3.82,-0.30,8.67
7.589,4.02,-2.75,6.27
7.595,3.97,-5.25,2.80
7.618,4.77,-5.90,2.40
7.619,4.80,-5.87,2.41
7.620,4.59,-4.61,3.74
7.628,2.79,-2.21,4.80
7.637,0.25,-0.05,5.57
7.645,-1.91,1.18,6.52
7.653,-3.17,1.57,7.09
7.662,-3.14,1.62,7.01
7.670,-4.00,1.35,7.60
7.679,-3.87,0.64,7.94
7.687,-3.57,-0.17,7.91
7.696,-2.99,-0.91,7.55
7.710,-1.89,-1.69,6.85
7.729,-1.33,-2.91,5.35
7.730,-1.25,-2.83,5.19
7.731,-0.82,-4.16,2.94
7.738,-1.04,-5.39,0.81
7.748,-1.53,-5.60,-0.29
7.754,-1.92,-4.73,-0.71
7.763,-1.88,-3.17,-0.44
7.771,-1.85,-3.13,-0.58
7.781,-0.89,-1.16,-0.48
7.797,-0.48,0.52,-0.25
7.798,0.18,1.91,0.01
7.812,0.64,2.67,0.07
7.814,1.10,3.21,0.01
7.821,1.10,3.21,-0.11
7.830,1.50,3.33,-0.11
7.838,1.45,2.96,0.11
7.849,1.07,2.23,0.54
7.856,0.47,1.21,0.90
7.876,-0.30,0.21,0.98
7.877,-0.31,0.20,0.91
7.880,-1.16,-0.62,0.80
7.888,-1.68,-0.91,0.77
7.897,-1.63,-0.67,0.48
7.905,-1.75,-0.02,0.02
7.913,-1.92,0.78,-0.85
7.922,-1.90,0.77,-1.01
7.930,-1.78,1.52,-1.52
7.940,-1.46,1.82,-2.22
7.947,-0.50,1.80,-2.24
7.958,0.45,1.61,-1.61
7.964,0.97,1.07,-0.95
7.973,1.31,0.48,-0.52
7.981,1.27,0.45,-0.62
8.008,1.06,-0.08,-0.56
8.009,0.67,-0.60,-1.00
8.009,0.09,-1.28,-1.76
8.014,-0.45,-1.87,-2.53
8.025,-0.91,-2.30,-3.14
8.032,-0.94,-2.33,-3.25
8.041,-1.37,-2.74,-4.21
8.048,-1.58,-3.09,-5.26
8.057,-1.70,-3.74,-6.40
8.064,-2.01,-4.69,-6.57
8.074,-2.35,-5.76,-5.36
8.081,-2.37,-5.75,-5.33
8.091,-3.29,-6.13,-4.06
8.098,-3.72,-5.30,-3.48
8.107,-2.34,-3.36,-3.95
8.115,-0.03,-1.26,-5.60
8.140,2.21,-0.14,-7.38
8.141,2.22,-0.13,-7.36
8.142,2.62,-0.24,-7.89
8.148,1.21,-1.27,-7.32
8.158,-0.09,-2.56,-6.34
8.167,-0.66,-3.50,-5.05
8.174,-1.01,-3.90,-3.63
8.184,-1.03,-3.87,-3.41
8.191,-0.89,-3.64,-2.14
8.199,-0.43,-3.26,-1.02
8.207,0.24,-2.98,0.69
8.216,0.62,-2.97,2.16
8.224,0.81,-3.07,3.11
8.233,0.90,-3.04,3.49
8.241,0.92,-3.03,3.72
8.251,1.35,-3.06,3.97
8.258,2.21,-3.07,4.03
8.280,3.44,-2.98,4.07
8.285,4.57,-2.88,3.58
8.286,5.20,-3.03,3.07
8.291,5.21,-3.05,3.24
8.305,5.43,-3.37,2.50
8.308,5.09,-3.37,1.91
8.318,4.22,-2.85,1.43
8.325,3.23,-1.83,1.06
8.334,2.44,-0.69,0.89
8.342,2.42,-0.72,1.02
8.351,1.93,0.65,1.57
8.358,1.45,1.78,2.72
8.367,1.12,2.54,3.98
8.377,1.07,3.12,4.62
8.383,-0.56,2.97,5.14
8.394,-0.62,2.89,5.27
8.401,-3.18,1.72,5.35
8.437,-4.10,0.68,5.67
8.443,-3.66,0.83,5.86
8.444,-2.91,1.74,6.12
8.444,-2.14,2.71,6.14
8.445,-2.13,2.68,6.19
8.452,-1.86,3.08,6.26
8.459,-1.00,3.32,6.18
8.467,-0.25,3.65,6.12
8.476,0.19,3.92,5.85
8.484,0.44,3.94,5.58
8.493,0.40,3.93,5.55
8.501,0.47,4.01,5.23
8.510,0.68,4.27,4.63
8.518,0.87,4.58,3.96
8.528,1.22,4.78,3.04
8.534,1.54,4.69,1.83
8.545,1.95,4.32,0.68
8.551,1.95,4.34,0.62
8.575,1.86,3.58,-0.61
8.576,2.01,2.37,-2.04
8.578,2.41,0.72,-3.52
8.585,3.08,-1.06,-5.95
8.594,4.12,-3.31,-9.07
8.602,4.12,-3.28,-9.11
8.610,5.03,-5.79,-11.26
8.619,4.72,-7.94,-11.33
8.627,3.67,-8.56,-9.99
8.635,2.36,-6.72,-8.12
8.643,1.16,-3.65,-5.99
8.652,1.15,-3.68,-5.88
8.660,0.53,0.01,-3.96
8.669,0.26,3.43,-2.39
8.677,0.47,5.68,-1.05
8.689,0.77,6.28,-0.34
8.694,0.95,4.80,-0.29
8.731,0.94,4.78,-0.27
8.732,1.70,2.69,1.93
8.732,2.99,1.00,6.37
8.733,3.78,-0.76,7.35
8.736,4.35,-2.43,5.98
8.744,4.65,-4.00,3.87
8.753,4.65,-3.98,3.83
8.761,4.85,-4.43,3.21
8.771,4.54,-3.37,4.63
8.778,2.90,-1.31,5.70
8.795,0.63,0.82,5.88
8.796,-1.64,2.00,5.97
8.818,-3.32,2.17,6.43
8.819,-4.20,1.45,7.08
8.834,-4.26,0.19,7.52
8.836,-3.61,-0.89,7.55
8.868,-2.51,-1.62,7.10
8.868,-1.32,-2.11,6.25
8.869,-1.21,-2.01,6.09
8.870,-0.66,-2.62,4.11
8.878,-0.09,-3.34,1.68
8.887,-0.07,-3.83,0.36
8.895,-0.28,-3.65,0.11
8.904,-0.29,-2.81,0.17
8.912,-0.27,-2.77,0.05
8.921,-0.79,-1.67,0.60
8.929,-1.31,-0.76,1.14
8.938,-1.01,0.29,1.57
8.946,0.02,1.23,1.53
8.955,0.96,2.20,0.93
8.974,0.98,2.21,0.82
8.975,1.22,2.64,0.49
8.979,1.05,2.51,0.50
8.990,1.04,1.84,0.73
8.998,0.96,1.08,1.03
9.007,0.69,0.55,1.08
9.013,0.68,0.56,1.00
9.022,0.29,0.13,0.71
9.030,-0.17,-0.16,-0.07
9.040,-0.64,-0.31,-0.81
9.046,-1.08,-0.13,-1.19
9.056,-1.41,0.36,-1.37
9.063,-1.40,0.36,-1.48
9.072,-1.39,0.90,-1.66
9.080,-1.23,1.39,-1.28
9.092,-1.07,1.96,-1.00
9.101,-0.45,2.28,-0.66
9.128,0.04,1.86,-0.36
9.130,0.50,1.30,0.19
9.131,0.45,1.28,0.10
9.131,0.44,0.55,0.57
9.139,0.15,-0.07,0.60
9.147,-0.43,-0.50,0.24
9.156,-0.93,-1.06,-0.33
9.164,-1.41,-1.62,-1.08
9.173,-1.44,-1.66,-1.22
9.181,-1.87,-2.24,-2.04
9.189,-1.96,-2.70,-2.82
9.200,-1.84,-3.12,-4.03
9.206,-1.86,-3.59,-5.77
9.216,-1.89,-4.05,-7.41
9.233,-1.87,-4.06,-7.47
9.244,-1.86,-4.73,-7.44
9.245,-2.00,-5.11,-6.59
9.256,-1.59,-4.64,-5.45
9.261,-0.62,-3.64,-4.88
9.266,0.65,-2.43,-5.34
9.273,0.67,-2.41,-5.31
9.282,1.60,-1.34,-6.22
9.290,1.91,-1.04,-6.98
9.299,0.85,-1.58,-7.09
9.307,-0.40,-2.61,-6.07
9.316,-1.20,-3.55,-4.72
9.323,-1.23,-3.52,-4.55
9.333,-1.31,-3.86,-3.31
9.345,-1.04,-3.48,-2.61
9.364,-0.34,-2.87,-2.32
9.365,0.45,-2.35,-2.12
9.366,0.86,-2.23,-1.05
9.374,0.86,-2.35,0.43
9.382,0.87,-2.33,0.69
9.390,0.68,-2.69,2.72
9.399,0.73,-3.14,4.07
9.407,1.23,-3.41,4.59
9.416,2.28,-3.31,4.71
9.424,3.27,-2.95,4.19
9.433,3.29,-2.96,4.39
9.441,4.07,-2.64,3.79
9.450,4.31,-2.58,3.01
9.458,4.10,-2.62,2.14
9.466,3.55,-2.45,1.27
9.475,3.01,-1.86,0.70
9.483,2.99,-1.88,0.82
9.514,2.47,-1.18,0.65
9.515,1.93,-0.23,0.73
9.516,1.77,0.78,1.58
9.516,1.73,1.66,3.15
9.529,1.25,2.37,4.85
9.533,1.23,2.31,4.99
9.543,0.77,2.83,5.81
9.550,-1.27,1.97,5.88
9.559,-3.63,0.58,5.51
9.567,-4.35,0.03,5.54
9.576,-3.40,0.73,5.22
9.583,-3.38,0.70,5.29
9.593,-2.69,1.61,5.56
9.601,-2.25,2.31,5.86
9.622,-1.66,2.68,5.91
9.624,-0.48,3.12,5.95
9.625,0.35,3.42,5.85
9.634,0.89,3.55,5.69
9.643,0.85,3.52,5.69
9.651,0.92,3.69,5.52
9.659,1.01,3.96,5.32
9.668,1.24,4.28,4.92
9.676,1.28,4.62,4.48
9.686,1.60,4.98,3.81
9.693,1.57,4.98,3.75
9.701,2.20,5.11,2.91
9.710,2.43,4.96,1.95
9.718,2.52,4.26,0.83
9.726,2.50,3.17,-0.66
9.735,2.53,1.59,-2.27
9.743,2.53,1.62,-2.36
9.763,2.64,-0.24,-4.42
9.777,3.37,-2.52,-7.62
9.778,4.82,-5.23,-11.36
9.778,5.49,-7.75,-12.97
9.794,4.26,-8.86,-11.56
9.797,4.22,-8.88,-11.47
9.809,2.20,-7.79,-8.80
9.811,0.58,-5.07,-6.53
9.819,-0.52,-1.85,-4.68
9.827,-0.95,1.73,-2.69
9.836,-0.58,4.63,-1.16
9.844,-0.57,4.61,-1.09
9.853,0.54,6.35,0.27
9.860,1.00,6.29,0.47
9.869,1.77,4.73,0.33
9.883,3.17,2.41,3.06
9.914,4.12,-0.07,6.15
9.915,4.10,-2.27,6.77
9.915,4.66,-2.29,6.85
9.916,5.08,-4.10,4.64
9.919,5.33,-5.37,1.98
9.927,4.78,-4.93,2.52
9.936,3.36,-2.87,4.75
9.944,1.61,-0.34,5.65
9.953,1.59,-0.34,5.63
9.961,-0.52,1.69,6.15
9.970,-2.36,2.77,6.63
9.978,-3.27,2.98,7.14
9.986,-3.45,2.40,7.42
9.995,-3.16,1.50,7.70
10.004,-3.08,1.57,7.57
10.012,-1.87,0.61,7.45
10.020,-0.95,-0.28,7.24
10.042,-0.52,-1.24,6.51
10.046,-0.46,-2.67,4.91
10.047,-0.49,-4.19,2.60
10.053,-0.45,-4.14,2.47
10.065,-0.62,-5.00,0.54
10.071,-1.36,-4.92,-0.59
10.079,-1.23,-3.70,-1.21
10.087,-2.40,-2.35,-0.52
10.098,-2.75,-0.82,0.41
10.106,-2.72,-0.80,0.29
10.113,-1.79,0.50,1.06
10.124,-0.53,1.85,0.72
10.129,0.39,2.45,0.30
10.137,0.73,2.30,0.30
10.146,0.93,1.78,0.27
10.155,0.93,1.78,0.17
10.163,0.91,1.25,0.23
10.174,0.69,0.66,0.19
10.179,0.32,0.15,0.04
10.209,-0.31,-0.26,-0.34
10.210,-0.98,-0.41,-0.73
10.210,-1.26,-0.37,-0.76
10.213,-1.24,-0.36,-0.87
10.222,-1.61,-0.13,-0.92
10.230,-1.63,0.34,-1.20
10.238,-1.74,1.04,-1.54
10.246,-1.29,1.80,-1.88
10.255,-0.47,2.45,-1.69
10.263,-0.47,2.44,-1.79
10.272,0.30,2.58,-0.86
10.280,0.95,2.18,0.25
10.290,1.38,1.47,0.91
10.314,1.51,0.77,1.13
10.316,1.16,0.14,0.70
10.317,1.11,0.11,0.59
10.323,0.44,-0.47,-0.27
10.341,-0.33,-1.18,-1.31
10.343,-0.91,-1.93,-2.39
10.349,-1.38,-2.68,-3.26
10.356,-1.60,-3.22,-4.10
10.364,-1.60,-3.26,-4.22
10.373,-1.34,-3.75,-5.57
10.381,-0.94,-3.98,-7.52
10.390,-0.91,-4.19,-8.95
10.398,-1.62,-4.39,-8.80
10.406,-2.12,-4.43,-7.58
10.415,-2.14,-4.42,-7.53
10.423,-2.37,-4.19,-6.28
10.431,-1.91,-3.52,-5.72
10.440,-0.88,-2.62,-5.88
10.452,0.07,-2.41,-6.27
10.458,0.19,-2.68,-6.33
10.489,-0.18,-3.28,-6.07
10.490,-0.19,-3.25,-5.95
10.491,-0.22,-3.92,-5.12
10.492,-0.17,-4.33,-4.12
10.498,0.06,-4.38,-2.86
10.507,0.65,-3.91,-1.56
10.515,1.14,-3.34,-0.02
10.523,1.14,-3.30,0.23
10.532,1.66,-2.80,1.88
10.542,1.86,-2.48,3.34
10.550,1.85,-2.31,4.36
10.557,1.82,-2.28,4.65
10.567,1.97,-2.14,4.55
10.575,1.98,-2.13,4.72
10.583,2.43,-1.96,4.47
10.603,3.08,-1.79,3.85
10.604,3.59,-1.91,3.42
10.609,3.93,-2.26,3.10
10.617,4.11,-2.73,2.38
10.640,4.10,-2.74,2.51
10.641,3.86,-2.88,1.65
10.643,3.21,-2.34,0.88
10.651,2.52,-1.22,0.47
10.658,2.32,0.28,0.54
10.667,2.38,1.89,1.08
10.675,2.38,1.85,1.23
10.683,2.49,3.40,1.94
10.692,2.93,4.45,3.54
10.700,2.98,4.63,5.87
10.708,1.16,3.77,7.27
10.716,-2.36,1.67,5.38
10.737,-4.51,-0.02,4.70
10.738,-4.53,-0.07,4.79
10.742,-4.88,-0.53,5.00
10.757,-3.65,0.28,5.40
10.758,-2.88,1.26,5.59
10.767,-2.22,1.99,5.59
10.775,-1.42,2.40,5.49
10.784,-1.43,2.37,5.51
10.795,-0.18,2.68,5.19
10.808,0.77,2.85,4.94
10.810,1.01,3.04,4.78
10.817,1.25,3.39,4.52
10.827,1.45,3.93,4.17
10.834,1.42,3.91,4.16
10.845,1.94,4.76,3.70
10.852,2.07,5.60,3.17
10.860,2.31,6.07,2.52
10.886,2.21,5.82,1.74
10.887,2.08,4.82,0.90
10.888,2.09,4.84,0.83
10.894,2.01,3.07,-0.55
10.901,2.48,1.05,-2.22
10.910,2.66,-0.85,-4.18
10.918,3.13,-2.65,-5.80
10.928,4.49,-4.22,-7.30
10.935,4.50,-4.18,-7.34
10.945,4.79,-4.85,-8.37
10.951,4.19,-4.62,-8.74
10.960,3.29,-3.74,-8.01
10.968,2.44,-2.48,-6.39
10.976,1.93,-1.22,-4.52
10.985,1.86,0.08,-3.45
10.997,1.85,0.07,-3.40
11.002,2.28,0.99,-3.00
11.032,2.72,0.80,-2.33
11.034,4.20,-0.31,-2.21
11.034,5.59,-2.18,-0.01
11.035,5.67,-3.28,3.44
11.044,5.63,-3.31,3.49
11.053,3.20,-3.67,4.90
11.061,1.32,-2.74,5.84
11.070,-0.69,-0.61,7.31
11.078,-2.00,1.41,8.34
11.087,-2.46,3.02,8.36
11.095,-2.43,3.03,8.32
11.105,-3.02,4.11,7.80
11.111,-3.45,4.35,7.26
11.120,-3.19,3.58,7.13
11.130,-2.05,2.28,7.58
11.137,-0.56,0.94,7.41
11.146,-0.51,0.99,7.29
11.155,0.30,-0.68,6.82
11.181,0.90,-2.35,6.43
11.183,1.05,-3.89,5.39
11.183,0.18,-5.04,3.71
11.191,-1.36,-5.39,1.28
11.195,-1.31,-5.33,1.11
11.203,-2.17,-4.39,-0.79
11.212,-2.76,-3.01,-1.36
11.220,-2.60,-1.74,-0.79
11.229,-1.92,-0.77,-0.37
11.237,-1.41,0.10,0.29
11.246,-0.37,1.05,0.32
11.254,-0.33,1.07,0.20
11.262,0.55,1.87,-0.03
11.280,0.77,2.00,-0.14
11.287,0.88,1.76,-0.05
11.288,0.92,1.39,0.09
11.295,0.70,0.92,0.25
11.312,0.70,0.91,0.18
11.313,0.26,0.40,0.17
11.321,-0.37,-0.03,0.16
11.330,-0.85,-0.20,-0.16
11.338,-1.26,-0.20,-0.65
11.348,-1.44,0.10,-0.93
11.354,-1.41,0.11,-1.01
11.365,-1.44,0.62,-1.10
11.371,-1.46,1.62,-1.00
11.382,-1.20,2.20,-1.29
11.388,-0.62,2.63,-1.35
11.397,0.41,2.70,-0.85
11.404,0.40,2.68,-0.94
11.414,1.07,2.18,-0.11
11.422,1.55,1.41,0.72
11.434,1.81,0.92,1.10
11.474,1.89,0.63,0.80
11.475,1.61,0.13,-0.06
11.475,1.57,0.09,-0.21
11.477,1.00,-0.51,-1.26
11.478,0.28,-1.26,-2.24
11.481,-0.35,-1.92,-3.16
11.489,-0.95,-2.50,-3.96
11.497,-1.50,-3.04,-4.97
11.505,-2.08,-3.61,-6.45
11.514,-2.08,-3.63,-6.53
11.522,-2.64,-4.17,-8.08
11.530,-3.03,-4.74,-8.23
11.539,-3.29,-5.24,-6.81
11.547,-3.76,-5.16,-5.28
11.564,-3.29,-4.39,-4.71
11.568,-3.26,-4.36,-4.65
11.590,-1.75,-3.29,-5.18
11.591,0.22,-2.58,-6.13
11.592,1.95,-2.10,-6.78
11.598,2.78,-2.03,-6.92
11.607,2.53,-2.37,-6.35
11.615,2.52,-2.34,-6.20
11.624,2.16,-2.86,-4.76
11.631,1.80,-3.05,-3.30
11.641,1.54,-3.02,-2.13
11.648,1.53,-2.45,-1.32
11.658,1.75,-1.91,-0.08
11.665,1.77,-1.89,0.18
11.675,1.83,-1.65,1.67
11.682,1.67,-1.56,3.26
11.693,1.66,-1.79,4.45
11.709,2.12,-2.21,4.65
11.710,3.24,-2.58,4.70
11.733,3.29,-2.59,4.94
11.735,4.58,-3.00,4.76
11.736,5.67,-3.18,4.20
11.741,6.45,-3.21,3.67
11.749,6.51,-3.46,3.16
11.757,6.10,-3.36,2.99
11.765,5.95,-2.08,3.06
11.780,5.90,-2.12,3.17
11.785,5.70,-0.17,3.18
11.793,4.77,1.47,3.24
11.806,3.35,2.63,2.41
11.808,2.54,3.39,1.17
11.822,0.54,3.10,1.49
11.832,0.47,3.02,1.62
11.833,-2.05,1.63,2.62
11.855,-2.96,0.61,3.53
11.856,-2.86,0.44,5.56
11.858,-2.73,0.61,6.61
11.867,-2.41,1.13,6.05
11.874,-2.39,1.10,6.10
11.885,-1.97,1.67,5.31
11.891,-6.70,3.45,8.35
11.901,-0.56,3.89,5.01
11.909,-1.84,4.38,7.63
11.917,-0.15,3.95,6.14
11.925,-0.14,3.95,6.13
11.934,1.19,3.40,5.17
11.942,1.83,3.30,4.43
11.951,1.74,3.26,3.57
11.959,1.25,3.41,2.95
11.969,0.93,3.65,2.58
11.975,0.88,3.65,2.51
12.000,0.33,3.89,2.26
12.001,-0.31,3.92,2.03
12.002,-0.55,3.48,1.47
12.009,-0.14,2.36,0.13
12.017,0.48,0.71,-1.53
12.027,1.35,-1.10,-4.12
12.034,1.36,-1.05,-4.24
12.044,2.27,-2.73,-8.51
12.051,3.50,-4.25,-13.04
12.060,4.11,-5.16,-13.44
12.068,3.69,-5.99,-11.37
12.076,2.07,-5.25,-8.64
12.084,2.07,-5.27,-8.54
12.101,1.04,-3.74,-6.50
12.103,-0.19,-1.90,-4.92
12.128,-0.99,0.42,-3.29
12.129,-1.00,2.22,-1.78
12.129,-0.34,2.88,-0.30
12.135,-0.32,2.86,-0.24
12.145,0.75,1.99,0.65
12.152,2.08,0.20,1.25
12.162,3.25,-1.96,3.80
12.169,3.43,-3.48,5.61
12.180,3.09,-4.15,4.38
12.186,3.12,-4.13,4.37
12.194,2.44,-4.56,1.75
12.202,2.21,-4.39,0.52
12.212,2.74,-3.17,1.47
12.220,2.86,-1.03,4.00
12.228,2.58,1.04,5.96
12.237,2.63,1.05,5.96
12.245,1.61,2.52,5.66
12.261,0.53,3.12,3.75
12.263,0.64,2.61,3.37
12.274,-0.25,1.35,4.20
12.294,-0.69,0.09,4.35
12.294,-1.22,-0.90,3.96
12.295,-1.16,-0.86,3.91
12.303,-1.69,-1.24,3.59
12.311,-1.89,-1.15,3.25
12.320,-1.56,-1.03,2.89
12.328,-1.11,-0.71,2.65
12.337,-0.91,-0.81,2.49
12.345,-0.86,-0.78,2.42
12.353,-0.64,-1.36,2.05
12.362,-0.29,-1.11,1.60
12.370,0.17,-0.20,-0.09
12.378,1.20,0.90,-0.06
12.395,1.12,1.51,3.19
12.397,1.20,1.55,3.11
12.422,0.92,1.10,2.68
12.423,0.94,0.50,1.08
12.424,-0.04,0.17,2.59
12.432,-0.51,0.18,3.41
12.439,-0.31,-0.65,2.66
12.445,-0.29,-0.63,2.60
12.454,0.61,-1.42,1.74
12.463,1.65,-1.92,0.42
12.471,1.98,-2.26,-0.83
12.479,2.30,-2.29,-1.51
12.488,2.31,-2.17,-1.56
12.496,2.53,-2.14,-1.60
12.504,2.68,-2.14,-1.58
12.517,2.85,-1.98,-2.84
12.521,2.10,-2.39,-4.40
12.552,1.30,-2.19,-4.26
12.553,1.62,-1.08,-0.67
12.555,2.01,-1.11,-0.79
12.555,3.17,-0.73,0.15
12.563,3.81,-0.37,1.27
12.571,3.39,-0.34,1.67
12.579,3.38,-0.29,0.26
12.588,2.64,-1.48,-0.02
12.597,3.70,-2.19,-0.36
12.605,3.93,-2.27,-0.46
12.613,5.40,-2.97,-0.85
12.622,5.99,-4.58,-0.20
12.630,6.36,-4.59,0.42
12.639,7.37,-3.75,2.04
12.647,5.55,-3.28,2.94
12.661,5.60,-3.30,2.86
12.686,0.78,-4.34,3.40
12.689,-2.51,-4.27,4.81
12.689,-3.46,-1.64,4.73
12.690,-3.45,2.58,3.31
12.699,-4.34,4.53,2.62
12.706,-4.32,4.52,2.68
12.715,-5.40,0.73,1.91
12.722,-5.43,-3.24,6.00
12.731,-3.21,0.83,1.02
12.739,-0.41,7.66,-4.12
12.748,1.48,8.65,-3.75
12.756,1.39,8.67,-3.72
12.765,-0.01,6.20,-1.39
12.773,-0.62,5.93,-1.07
12.782,-1.08,6.49,-0.48
12.792,-1.52,6.75,-0.44
12.834,-0.64,4.73,-0.75
12.836,-0.64,4.73,-0.76
12.836,0.99,1.78,-0.92
12.837,1.39,-2.30,-0.27
12.837,1.68,-4.20,-0.99
12.840,1.99,-3.89,-2.33
12.848,2.61,-3.79,-1.59
12.856,1.58,-2.54,-1.94
12.864,1.59,-2.54,-1.88
12.873,1.20,-1.02,-2.30
12.881,0.13,0.45,-2.82
12.890,0.19,1.67,-2.01
12.899,0.58,0.86,1.11
12.907,0.64,0.66,-0.05
12.915,0.68,0.63,0.09
12.924,2.51,1.61,0.48
12.932,3.96,1.28,1.68
12.941,4.25,1.06,1.75
12.964,3.42,0.72,0.15
12.969,3.28,0.34,-0.98
12.969,3.27,0.34,-0.97
12.976,2.39,-1.05,-1.88
12.997,0.93,-3.92,-1.60
12.998,-1.84,-5.84,0.40
12.999,-2.60,-5.57,0.53
13.008,1.44,-2.60,-0.86
13.016,1.60,-2.68,-0.88
13.025,7.01,-1.00,-1.16
13.033,7.13,-1.98,-1.92
13.042,5.38,-2.57,-1.55
13.050,4.15,-1.33,-0.52
13.058,2.30,-0.54,0.43
13.075,2.24,-0.50,0.40
13.076,0.19,-0.82,0.63
13.084,-0.72,-1.03,1.03
13.091,-0.73,-1.01,0.68
13.103,-0.02,-1.49,-0.18
13.110,0.93,-2.07,-1.14
13.117,0.01,-4.08,-2.87
13.126,0.05,-4.08,-3.02
13.133,-2.11,-5.70,-0.40
13.142,-2.41,-4.38,1.35
13.150,1.59,-2.81,2.29
13.158,5.08,-2.81,-0.92
13.167,4.71,-1.92,-1.37
13.176,4.73,-1.93,-1.45
13.183,3.37,-2.36,-4.83
13.192,-0.97,-2.35,-2.80
13.201,-5.81,-3.93,-1.62
13.211,-7.43,-3.51,-3.91
13.224,-8.28,-2.20,-6.23
13.227,-8.20,-2.25,-6.39
13.259,-6.92,-0.31,-5.77
13.260,-5.80,0.83,-3.70
13.260,-5.80,1.31,-2.34
13.261,-6.72,1.32,-1.45
13.268,-7.78,1.06,-0.58
13.276,-7.56,0.85,-0.83
13.285,-8.20,-0.05,-2.05
13.293,-7.97,-0.98,-3.79
13.302,-6.69,-1.32,-5.30
13.309,-5.19,-1.38,-6.06
13.320,-4.06,-1.17,-5.92
13.326,-3.92,-1.54,-6.26
13.337,-3.02,-1.40,-5.58
13.343,-2.05,-1.31,-4.37
13.352,-1.36,-1.10,-2.85
13.360,-0.85,-0.47,-2.23
13.372,-0.30,-0.79,-1.96
13.389,-0.22,-1.09,-1.51
13.390,-0.28,-1.42,-1.78
13.408,-0.06,-1.31,-0.84
13.409,0.50,-1.46,-0.68
13.411,1.11,-1.77,-0.61
13.419,1.60,-1.78,-1.18
13.427,1.97,-1.76,-1.98
13.436,1.84,-2.11,-2.15
13.444,1.60,-2.45,-2.74
13.453,1.52,-2.66,-2.62
13.465,1.45,-2.72,-2.38
